------------------------------------------------------------
Client connecting to 10.0.100.3, UDP port 5060 with pid 100 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.9%uesimtun0 port 40500 connected with 10.0.100.3 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 18:52:15 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.920 ms 0/13 (0%) 22.605/17.050/27.200/5.973 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.768 ms 0/11 (0%) 25.069/21.140/28.023/2.314 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   3.146 ms 0/12 (0%) 22.604/17.963/28.682/3.158 ms 12 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.432 ms 0/11 (0%) 22.070/16.311/27.233/3.788 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.049 ms 0/11 (0%) 22.762/19.831/27.222/1.972 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.243 ms 0/12 (0%) 22.655/16.966/28.928/3.283 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.891 ms 0/11 (0%) 21.904/16.323/28.483/3.712 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   4.474 ms 0/12 (0%) 22.247/16.142/26.208/3.314 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   5.022 ms 0/11 (0%) 23.757/18.215/30.024/4.018 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  15400 Bytes  123200 bits/sec   5.309 ms 0/11 (0%) 24.389/19.751/32.319/3.879 ms 11 pps 11/0(0) pkts 1
[ *1] 10.00-11.00 sec  16800 Bytes  134400 bits/sec   4.809 ms 0/12 (0%) 24.829/18.271/31.557/3.820 ms 11 pps 12/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   4.182 ms 0/11 (0%) 22.260/14.423/26.386/3.308 ms 12 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   4.581 ms 0/12 (0%) 23.336/14.449/28.942/4.001 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   4.093 ms 0/11 (0%) 22.550/17.385/27.132/3.173 ms 12 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.244 ms 0/12 (0%) 23.579/19.238/27.119/2.535 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.524 ms 0/11 (0%) 24.801/19.509/30.460/2.840 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   2.852 ms 0/12 (0%) 23.646/19.380/30.228/2.781 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   2.877 ms 0/11 (0%) 21.550/17.483/25.126/2.543 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.065 ms 0/11 (0%) 21.152/14.623/28.096/3.553 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   4.008 ms 0/12 (0%) 23.583/19.362/30.793/3.592 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.661 ms 0/11 (0%) 22.281/18.636/26.391/2.714 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.200 ms 0/12 (0%) 24.334/18.929/27.149/2.253 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   4.012 ms 0/11 (0%) 22.932/18.347/28.315/3.488 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  15400 Bytes  123200 bits/sec   3.371 ms 0/11 (0%) 22.236/18.183/26.356/2.780 ms 11 pps 11/0(0) pkts 1
[ *1] 24.00-25.00 sec  16800 Bytes  134400 bits/sec   2.945 ms 0/12 (0%) 23.528/20.433/28.365/2.341 ms 11 pps 12/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   2.854 ms 0/11 (0%) 22.717/20.627/28.178/2.140 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   2.731 ms 0/12 (0%) 23.337/19.725/27.929/3.365 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   2.619 ms 0/11 (0%) 24.051/17.971/30.011/3.700 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.274 ms 0/12 (0%) 21.954/15.179/27.401/3.194 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   3.269 ms 0/11 (0%) 22.683/16.969/26.526/2.827 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  15400 Bytes  123200 bits/sec   2.644 ms 0/11 (0%) 22.896/19.273/28.114/2.646 ms 11 pps 11/0(0) pkts 1
[ *1] 31.00-32.00 sec  16800 Bytes  134400 bits/sec   3.019 ms 0/12 (0%) 24.522/18.170/28.649/3.208 ms 11 pps 12/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   2.931 ms 0/11 (0%) 24.422/19.229/28.071/2.527 ms 11 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   2.588 ms 0/12 (0%) 23.657/16.499/28.969/3.733 ms 11 pps 12/0(0) pkts 1
[ *1] 34.00-35.00 sec  15400 Bytes  123200 bits/sec   2.846 ms 0/11 (0%) 21.402/18.431/24.331/2.339 ms 11 pps 11/0(0) pkts 1
[ *1] 35.00-36.00 sec  16800 Bytes  134400 bits/sec   3.097 ms 0/12 (0%) 22.989/18.693/26.991/2.919 ms 11 pps 12/0(0) pkts 1
[ *1] 36.00-37.00 sec  15400 Bytes  123200 bits/sec   3.776 ms 0/11 (0%) 22.751/18.149/26.670/2.970 ms 11 pps 11/0(0) pkts 1
[ *1] 37.00-38.00 sec  16800 Bytes  134400 bits/sec   2.922 ms 0/12 (0%) 22.419/18.051/25.431/2.562 ms 11 pps 12/0(0) pkts 1
[ *1] 38.00-39.00 sec  15400 Bytes  123200 bits/sec   3.722 ms 0/11 (0%) 22.526/17.996/27.083/3.023 ms 11 pps 11/0(0) pkts 1
[ *1] 39.00-40.00 sec  15400 Bytes  123200 bits/sec   3.145 ms 0/11 (0%) 23.838/18.099/27.153/2.884 ms 11 pps 11/0(0) pkts 1
[ *1] 40.00-41.00 sec  16800 Bytes  134400 bits/sec   2.382 ms 0/12 (0%) 23.028/18.035/27.510/3.349 ms 11 pps 12/0(0) pkts 1
[ *1] 41.00-42.00 sec  15400 Bytes  123200 bits/sec   2.520 ms 0/11 (0%) 22.523/19.510/26.445/2.184 ms 11 pps 11/0(0) pkts 1
[ *1] 42.00-43.00 sec  16800 Bytes  134400 bits/sec   3.516 ms 0/12 (0%) 22.623/17.285/28.460/3.567 ms 11 pps 12/0(0) pkts 1
[ *1] 43.00-44.00 sec  15400 Bytes  123200 bits/sec   3.602 ms 0/11 (0%) 23.449/16.730/29.501/3.621 ms 11 pps 11/0(0) pkts 1
[ *1] 44.00-45.00 sec  16800 Bytes  134400 bits/sec   3.663 ms 0/12 (0%) 23.792/20.362/29.955/3.105 ms 11 pps 12/0(0) pkts 1
[ *1] 45.00-46.00 sec  15400 Bytes  123200 bits/sec   3.757 ms 0/11 (0%) 24.770/20.596/29.967/3.257 ms 11 pps 11/0(0) pkts 1
[ *1] 46.00-47.00 sec  15400 Bytes  123200 bits/sec   4.195 ms 0/11 (0%) 23.473/17.962/29.267/3.467 ms 11 pps 11/0(0) pkts 1
[ *1] 47.00-48.00 sec  16800 Bytes  134400 bits/sec   3.741 ms 0/12 (0%) 21.987/15.980/26.316/3.085 ms 12 pps 12/0(0) pkts 1
[ *1] 48.00-49.00 sec  15400 Bytes  123200 bits/sec   3.316 ms 0/11 (0%) 23.079/19.036/26.884/2.640 ms 11 pps 11/0(0) pkts 1
[ *1] 49.00-50.00 sec  16800 Bytes  134400 bits/sec   2.929 ms 0/12 (0%) 23.979/20.735/28.936/2.245 ms 11 pps 12/0(0) pkts 1
[ *1] 50.00-51.00 sec  15400 Bytes  123200 bits/sec   2.377 ms 0/11 (0%) 23.769/19.662/26.751/2.329 ms 11 pps 11/0(0) pkts 1
[ *1] 51.00-52.00 sec  15400 Bytes  123200 bits/sec   4.229 ms 0/11 (0%) 22.177/15.031/31.692/4.626 ms 11 pps 11/0(0) pkts 1
[ *1] 52.00-53.00 sec  16800 Bytes  134400 bits/sec   3.851 ms 0/12 (0%) 23.928/18.899/29.393/3.234 ms 11 pps 12/0(0) pkts 1
[ *1] 53.00-54.00 sec  15400 Bytes  123200 bits/sec   4.643 ms 0/11 (0%) 22.847/17.007/29.578/3.579 ms 11 pps 11/0(0) pkts 1
[ *1] 54.00-55.00 sec  16800 Bytes  134400 bits/sec   5.556 ms 0/12 (0%) 22.538/18.115/29.906/3.932 ms 11 pps 12/0(0) pkts 1
[ *1] 55.00-56.00 sec  15400 Bytes  123200 bits/sec   4.363 ms 0/11 (0%) 23.388/18.568/28.189/3.063 ms 11 pps 11/0(0) pkts 1
[ *1] 56.00-57.00 sec  16800 Bytes  134400 bits/sec   3.429 ms 0/12 (0%) 23.192/20.205/26.207/2.196 ms 11 pps 12/0(0) pkts 1
[ *1] 57.00-58.00 sec  15400 Bytes  123200 bits/sec   3.928 ms 0/11 (0%) 23.878/16.651/29.233/3.581 ms 11 pps 11/0(0) pkts 1
[ *1] 58.00-59.00 sec  16800 Bytes  134400 bits/sec   2.867 ms 0/12 (0%) 23.620/21.678/27.634/1.709 ms 11 pps 12/0(0) pkts 1
[ *1] 59.00-60.00 sec  15400 Bytes  123200 bits/sec   2.774 ms 0/11 (0%) 22.857/19.215/26.854/2.535 ms 11 pps 11/0(0) pkts 1
[ *1] 60.00-61.00 sec  15400 Bytes  123200 bits/sec   3.783 ms 0/11 (0%) 25.537/18.822/30.278/4.124 ms 11 pps 11/0(0) pkts 1
[ *1] 61.00-62.00 sec  16800 Bytes  134400 bits/sec   2.779 ms 0/12 (0%) 24.739/20.743/28.269/2.403 ms 11 pps 12/0(0) pkts 1
[ *1] 62.00-63.00 sec  15400 Bytes  123200 bits/sec   2.792 ms 0/11 (0%) 24.233/19.802/29.789/2.573 ms 11 pps 11/0(0) pkts 1
[ *1] 63.00-64.00 sec  16800 Bytes  134400 bits/sec   2.830 ms 0/12 (0%) 21.678/14.698/25.519/3.021 ms 12 pps 12/0(0) pkts 1
[ *1] 64.00-65.00 sec  15400 Bytes  123200 bits/sec   3.701 ms 0/11 (0%) 24.367/16.166/28.554/3.644 ms 11 pps 11/0(0) pkts 1
[ *1] 65.00-66.00 sec  16800 Bytes  134400 bits/sec   3.662 ms 0/12 (0%) 23.412/19.927/28.385/2.832 ms 11 pps 12/0(0) pkts 1
[ *1] 66.00-67.00 sec  15400 Bytes  123200 bits/sec   3.312 ms 0/11 (0%) 22.032/18.250/26.027/2.467 ms 11 pps 11/0(0) pkts 1
[ *1] 67.00-68.00 sec  15400 Bytes  123200 bits/sec   3.081 ms 0/11 (0%) 24.240/19.215/29.581/3.190 ms 11 pps 11/0(0) pkts 1
[ *1] 68.00-69.00 sec  16800 Bytes  134400 bits/sec   2.796 ms 0/12 (0%) 23.152/19.518/27.031/2.222 ms 11 pps 12/0(0) pkts 1
[ *1] 69.00-70.00 sec  15400 Bytes  123200 bits/sec   2.826 ms 0/11 (0%) 24.274/21.847/27.050/1.934 ms 11 pps 11/0(0) pkts 1
