------------------------------------------------------------
Server listening on UDP port 8085
TOS will be set to 0x30
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 172.16.6.4%eth0 port 8085 connected with 172.16.6.2 port 52341 (isoch) (reverse) (no-udp-fin) (trip-times) (sock=3) (tos rx=0x30) (peer 2.1.7-master)
[ ID] Interval        Transfer     Bandwidth      Write/Err  PPS  isoch:tx/miss/slip
[  1] 81.00-82.00 sec  1217121 Bytes  9736968 bits/sec  0/0      881 pps   25/0/0
[  1] 82.00-83.00 sec  1239134 Bytes  9913072 bits/sec  0/0      898 pps   25/0/0
[  1] 83.00-84.00 sec  1250183 Bytes  10001464 bits/sec  0/0      905 pps   25/0/0
[  1] 84.00-85.00 sec  1199748 Bytes  9597984 bits/sec  0/0      869 pps   25/0/0
[  1] 85.00-86.00 sec  1163351 Bytes  9306808 bits/sec  0/0      842 pps   25/0/0
[  1] 86.00-87.00 sec  1251135 Bytes  10009080 bits/sec  0/0      907 pps   25/0/0
[  1] 87.00-88.00 sec  1148813 Bytes  9190504 bits/sec  0/0      833 pps   25/0/0
[  1] 88.00-89.00 sec  1335803 Bytes  10686424 bits/sec  0/0      967 pps   25/0/0
[  1] 89.00-90.00 sec  1207987 Bytes  9663896 bits/sec  0/0      876 pps   25/0/0
[  1] 90.00-91.00 sec  1302602 Bytes  10420816 bits/sec  0/0      945 pps   25/0/0
[  1] 91.00-92.00 sec  1273176 Bytes  10185408 bits/sec  0/0      919 pps   25/0/0
[  1] 92.00-93.00 sec  1291300 Bytes  10330400 bits/sec  0/0      933 pps   25/0/0
[  1] 93.00-94.00 sec  1295153 Bytes  10361224 bits/sec  0/0      939 pps   25/0/0
[  1] 94.00-95.00 sec  1258630 Bytes  10069040 bits/sec  0/0      911 pps   25/0/0
[  1] 95.00-96.00 sec  1338974 Bytes  10711792 bits/sec  0/0      969 pps   25/0/0
[  1] 96.00-97.00 sec  1272674 Bytes  10181392 bits/sec  0/0      923 pps   25/0/0
[  1] 97.00-98.00 sec  1385794 Bytes  11086352 bits/sec  0/0     1004 pps   25/0/0
[  1] 98.00-99.00 sec  1316491 Bytes  10531928 bits/sec  0/0      956 pps   25/0/0
[  1] 99.00-100.00 sec  1254089 Bytes  10032712 bits/sec  0/0      910 pps   25/0/0
[  1] 100.00-101.00 sec  1230530 Bytes  9844240 bits/sec  0/0      891 pps   25/0/0
[  1] 101.00-102.00 sec  1258402 Bytes  10067216 bits/sec  0/0      910 pps   25/0/0
[  1] 102.00-103.00 sec  1261528 Bytes  10092224 bits/sec  0/0      912 pps   25/0/0
[  1] 103.00-104.00 sec  1260441 Bytes  10083528 bits/sec  0/0      914 pps   25/0/0
[  1] 104.00-105.00 sec  1165932 Bytes  9327456 bits/sec  0/0      846 pps   25/0/0
[  1] 105.00-106.00 sec  1265100 Bytes  10120800 bits/sec  0/0      915 pps   25/0/0
[  1] 106.00-107.00 sec  1194541 Bytes  9556328 bits/sec  0/0      867 pps   25/0/0
[  1] 107.00-108.00 sec  1266215 Bytes  10129720 bits/sec  0/0      919 pps   25/0/0
[  1] 108.00-109.00 sec  1203209 Bytes  9625672 bits/sec  0/0      872 pps   25/0/0
[  1] 109.00-110.00 sec  1279111 Bytes  10232888 bits/sec  0/0      925 pps   25/0/0
[  1] 110.00-111.00 sec  1235714 Bytes  9885712 bits/sec  0/0      891 pps   25/0/0
[  1] 111.00-112.00 sec  1342661 Bytes  10741288 bits/sec  0/0      971 pps   25/0/0
[  1] 112.00-113.00 sec  1250446 Bytes  10003568 bits/sec  0/0      904 pps   25/0/0
[  1] 113.00-114.00 sec  1268092 Bytes  10144736 bits/sec  0/0      919 pps   25/0/0
[  1] 114.00-115.00 sec  1208473 Bytes  9667784 bits/sec  0/0      872 pps   25/0/0
[  1] 115.00-116.00 sec  1288622 Bytes  10308976 bits/sec  0/0      932 pps   25/0/0
[  1] 116.00-117.00 sec  1120699 Bytes  8965592 bits/sec  0/0      812 pps   25/0/0
[  1] 117.00-118.00 sec  1190419 Bytes  9523352 bits/sec  0/0      864 pps   25/0/0
[  1] 118.00-119.00 sec  1271629 Bytes  10173032 bits/sec  0/0      920 pps   25/0/0
[  1] 119.00-120.00 sec  1303586 Bytes  10428688 bits/sec  0/0      944 pps   25/0/0
[  1] 0.00-120.00 sec  150704080 Bytes  10046919 bits/sec  0/0      909 pps  3001/0/0
[  1] Sent 109128 datagrams
