------------------------------------------------------------
Client connecting to 10.0.100.5, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.2%uesimtun0 port 53182 connected with 10.0.100.5 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:44:39 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   2.189 ms 0/13 (0%) 24.026/17.309/28.336/5.850 ms 13 pps 13/0(0) pkts 1
[ *1] 0.00-1.00 sec  1 datagrams received out-of-order
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.858 ms 0/11 (0%) 23.214/18.874/28.354/3.007 ms 12 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   2.871 ms 0/12 (0%) 23.306/20.677/27.261/2.081 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.930 ms 0/11 (0%) 24.059/20.012/28.451/3.081 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.745 ms 0/11 (0%) 23.598/19.424/29.037/3.283 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.781 ms 0/12 (0%) 22.851/17.240/27.340/2.924 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.613 ms 0/11 (0%) 25.528/19.732/30.874/3.885 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   4.159 ms 0/12 (0%) 23.954/16.710/29.674/3.515 ms 12 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   4.861 ms 0/11 (0%) 23.369/14.566/29.268/4.268 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  15400 Bytes  123200 bits/sec   3.718 ms 0/11 (0%) 22.763/19.641/27.041/2.196 ms 11 pps 11/0(0) pkts 1
[ *1] 10.00-11.00 sec  16800 Bytes  134400 bits/sec   4.440 ms 0/12 (0%) 23.278/17.728/32.097/4.326 ms 11 pps 12/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.497 ms 0/11 (0%) 23.732/20.743/28.881/2.320 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   4.317 ms 0/12 (0%) 22.745/18.963/28.914/3.781 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   4.771 ms 0/11 (0%) 23.483/16.875/28.348/3.792 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.586 ms 0/12 (0%) 22.660/19.172/29.422/2.675 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.857 ms 0/11 (0%) 22.850/16.287/27.444/3.663 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   2.603 ms 0/12 (0%) 21.952/20.453/24.059/1.016 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   2.643 ms 0/11 (0%) 23.051/19.093/25.463/2.122 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   2.831 ms 0/11 (0%) 23.964/20.943/27.598/2.115 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   4.132 ms 0/12 (0%) 23.887/16.986/27.841/3.292 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.182 ms 0/11 (0%) 23.178/20.082/26.173/1.978 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.756 ms 0/12 (0%) 24.358/18.091/30.651/3.454 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.927 ms 0/11 (0%) 24.572/20.664/30.653/3.103 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   3.680 ms 0/12 (0%) 21.975/16.336/28.032/3.065 ms 11 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   3.178 ms 0/11 (0%) 24.267/19.407/27.227/2.329 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   2.674 ms 0/11 (0%) 23.123/20.695/26.851/2.057 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   2.834 ms 0/12 (0%) 22.253/17.313/26.247/2.958 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   3.312 ms 0/11 (0%) 23.592/18.668/28.537/3.267 ms 11 pps 11/0(0) pkts 1
