------------------------------------------------------------
Client connecting to 10.0.100.11, UDP port 5060 with pid 58 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.3%uesimtun0 port 45110 connected with 10.0.100.11 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:44:39 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   2.710 ms 0/13 (0%) 23.140/16.327/27.511/8.556 ms 13 pps 13/0(0) pkts 1
[ *1] 0.00-1.00 sec  1 datagrams received out-of-order
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.661 ms 0/11 (0%) 22.040/18.401/25.560/2.275 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  15400 Bytes  123200 bits/sec   3.879 ms 0/11 (0%) 22.380/15.447/27.290/3.554 ms 11 pps 11/0(0) pkts 1
[ *1] 3.00-4.00 sec  16800 Bytes  134400 bits/sec   3.463 ms 0/12 (0%) 24.670/19.602/28.332/2.610 ms 11 pps 12/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.535 ms 0/11 (0%) 23.275/18.355/27.884/3.095 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.090 ms 0/12 (0%) 22.452/17.845/25.937/2.249 ms 12 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   2.647 ms 0/11 (0%) 23.703/20.701/26.380/1.591 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   2.906 ms 0/12 (0%) 24.439/18.441/30.327/3.548 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   4.098 ms 0/11 (0%) 24.568/18.461/30.463/4.185 ms 12 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   2.986 ms 0/12 (0%) 22.755/19.139/25.412/1.772 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   4.056 ms 0/11 (0%) 23.706/19.135/28.799/3.257 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.124 ms 0/11 (0%) 22.078/16.454/25.446/2.622 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.682 ms 0/12 (0%) 22.684/18.340/27.860/3.053 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   3.023 ms 0/11 (0%) 24.437/20.109/26.595/2.017 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   2.342 ms 0/12 (0%) 23.352/19.491/26.496/2.027 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   2.901 ms 0/11 (0%) 23.637/18.926/29.314/3.081 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  15400 Bytes  123200 bits/sec   3.356 ms 0/11 (0%) 22.940/15.076/28.614/3.866 ms 12 pps 11/0(0) pkts 1
[ *1] 17.00-18.00 sec  16800 Bytes  134400 bits/sec   3.476 ms 0/12 (0%) 23.193/18.537/26.980/2.894 ms 11 pps 12/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.140 ms 0/11 (0%) 22.516/18.406/26.407/2.566 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   3.371 ms 0/12 (0%) 23.085/16.956/27.817/3.401 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.824 ms 0/11 (0%) 24.878/20.004/29.439/3.344 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.033 ms 0/12 (0%) 23.613/19.124/27.115/2.458 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.853 ms 0/11 (0%) 21.277/14.438/27.436/3.984 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   3.192 ms 0/12 (0%) 22.417/19.590/25.259/1.929 ms 11 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   3.587 ms 0/11 (0%) 22.947/13.096/28.289/4.003 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   2.623 ms 0/11 (0%) 24.197/19.978/26.672/1.852 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   3.477 ms 0/12 (0%) 23.319/19.075/32.418/3.696 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   2.877 ms 0/11 (0%) 22.847/20.554/25.947/1.764 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.617 ms 0/12 (0%) 23.073/17.999/30.006/3.811 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   3.561 ms 0/11 (0%) 23.692/20.180/26.729/2.230 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  16800 Bytes  134400 bits/sec   3.634 ms 0/12 (0%) 22.592/18.578/27.543/2.752 ms 11 pps 12/0(0) pkts 1
[ *1] 31.00-32.00 sec  15400 Bytes  123200 bits/sec   2.768 ms 0/11 (0%) 25.488/22.891/27.508/1.776 ms 11 pps 11/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   2.457 ms 0/11 (0%) 24.035/20.469/27.850/1.990 ms 11 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   3.403 ms 0/12 (0%) 23.088/18.623/31.638/3.651 ms 11 pps 12/0(0) pkts 1
[ *1] 34.00-35.00 sec  15400 Bytes  123200 bits/sec   3.489 ms 0/11 (0%) 23.056/16.470/29.651/3.137 ms 11 pps 11/0(0) pkts 1
[ *1] 35.00-36.00 sec  16800 Bytes  134400 bits/sec   4.776 ms 0/12 (0%) 23.690/14.362/29.633/4.373 ms 12 pps 12/0(0) pkts 1
[ *1] 36.00-37.00 sec  15400 Bytes  123200 bits/sec   3.618 ms 0/11 (0%) 23.706/19.821/26.756/2.447 ms 11 pps 11/0(0) pkts 1
[ *1] 37.00-38.00 sec  15400 Bytes  123200 bits/sec   4.291 ms 0/11 (0%) 22.818/15.973/27.085/3.481 ms 11 pps 11/0(0) pkts 1
[ *1] 38.00-39.00 sec  16800 Bytes  134400 bits/sec   3.636 ms 0/12 (0%) 22.870/17.093/26.604/2.932 ms 11 pps 12/0(0) pkts 1
[ *1] 39.00-40.00 sec  15400 Bytes  123200 bits/sec   3.722 ms 0/11 (0%) 24.481/20.646/28.986/2.370 ms 11 pps 11/0(0) pkts 1
[ *1] 40.00-41.00 sec  16800 Bytes  134400 bits/sec   3.537 ms 0/12 (0%) 23.246/18.712/28.847/3.320 ms 11 pps 12/0(0) pkts 1
[ *1] 41.00-42.00 sec  15400 Bytes  123200 bits/sec   3.283 ms 0/11 (0%) 24.480/20.956/30.296/2.795 ms 11 pps 11/0(0) pkts 1
[ *1] 42.00-43.00 sec  16800 Bytes  134400 bits/sec   3.400 ms 0/12 (0%) 22.678/18.236/29.019/3.664 ms 12 pps 12/0(0) pkts 1
[ *1] 43.00-44.00 sec  15400 Bytes  123200 bits/sec   3.023 ms 0/11 (0%) 23.577/20.505/28.684/2.298 ms 11 pps 11/0(0) pkts 1
[ *1] 44.00-45.00 sec  15400 Bytes  123200 bits/sec   2.614 ms 0/11 (0%) 24.062/19.994/27.044/2.212 ms 11 pps 11/0(0) pkts 1
[ *1] 45.00-46.00 sec  16800 Bytes  134400 bits/sec   2.469 ms 0/12 (0%) 24.343/21.027/28.640/2.304 ms 11 pps 12/0(0) pkts 1
[ *1] 46.00-47.00 sec  15400 Bytes  123200 bits/sec   3.082 ms 0/11 (0%) 24.074/19.672/28.750/3.147 ms 11 pps 11/0(0) pkts 1
[ *1] 47.00-48.00 sec  16800 Bytes  134400 bits/sec   3.128 ms 0/12 (0%) 22.858/17.182/26.342/2.490 ms 11 pps 12/0(0) pkts 1
[ *1] 48.00-49.00 sec  15400 Bytes  123200 bits/sec   2.515 ms 0/11 (0%) 23.414/20.211/27.529/2.269 ms 11 pps 11/0(0) pkts 1
[ *1] 49.00-50.00 sec  16800 Bytes  134400 bits/sec   3.413 ms 0/12 (0%) 23.316/17.064/29.375/3.737 ms 11 pps 12/0(0) pkts 1
[ *1] 50.00-51.00 sec  15400 Bytes  123200 bits/sec   3.995 ms 0/11 (0%) 22.917/17.815/26.931/3.267 ms 11 pps 11/0(0) pkts 1
[ *1] 51.00-52.00 sec  16800 Bytes  134400 bits/sec   3.398 ms 0/12 (0%) 22.450/16.754/27.217/2.878 ms 11 pps 12/0(0) pkts 1
[ *1] 52.00-53.00 sec  15400 Bytes  123200 bits/sec   3.440 ms 0/11 (0%) 21.376/17.566/26.950/3.091 ms 11 pps 11/0(0) pkts 1
[ *1] 53.00-54.00 sec  15400 Bytes  123200 bits/sec   3.111 ms 0/11 (0%) 22.442/19.196/26.100/2.429 ms 11 pps 11/0(0) pkts 1
[ *1] 54.00-55.00 sec  16800 Bytes  134400 bits/sec   3.360 ms 0/12 (0%) 24.074/19.321/28.077/2.720 ms 11 pps 12/0(0) pkts 1
[ *1] 55.00-56.00 sec  15400 Bytes  123200 bits/sec   2.947 ms 0/11 (0%) 24.498/20.928/28.775/2.263 ms 11 pps 11/0(0) pkts 1
[ *1] 56.00-57.00 sec  16800 Bytes  134400 bits/sec   3.001 ms 0/12 (0%) 23.124/19.793/26.063/2.384 ms 11 pps 12/0(0) pkts 1
[ *1] 57.00-58.00 sec  15400 Bytes  123200 bits/sec   4.384 ms 0/11 (0%) 23.240/16.508/30.647/4.112 ms 11 pps 11/0(0) pkts 1
[ *1] 58.00-59.00 sec  16800 Bytes  134400 bits/sec   4.517 ms 0/12 (0%) 22.736/16.643/28.266/3.296 ms 11 pps 12/0(0) pkts 1
[ *1] 59.00-60.00 sec  15400 Bytes  123200 bits/sec   3.351 ms 0/11 (0%) 22.560/18.989/26.697/2.048 ms 11 pps 11/0(0) pkts 1
[ *1] 60.00-61.00 sec  15400 Bytes  123200 bits/sec   4.798 ms 0/11 (0%) 23.876/17.365/29.985/4.366 ms 11 pps 11/0(0) pkts 1
[ *1] 61.00-62.00 sec  16800 Bytes  134400 bits/sec   3.469 ms 0/12 (0%) 22.299/17.234/25.423/2.639 ms 11 pps 12/0(0) pkts 1
[ *1] 62.00-63.00 sec  15400 Bytes  123200 bits/sec   3.677 ms 0/11 (0%) 24.322/21.195/29.161/2.686 ms 11 pps 11/0(0) pkts 1
[ *1] 63.00-64.00 sec  16800 Bytes  134400 bits/sec   3.394 ms 0/12 (0%) 22.434/18.262/26.679/2.562 ms 11 pps 12/0(0) pkts 1
[ *1] 64.00-65.00 sec  15400 Bytes  123200 bits/sec   3.536 ms 0/11 (0%) 23.723/18.757/28.692/2.781 ms 11 pps 11/0(0) pkts 1
[ *1] 65.00-66.00 sec  16800 Bytes  134400 bits/sec   2.946 ms 0/12 (0%) 23.649/19.007/27.516/2.261 ms 11 pps 12/0(0) pkts 1
[ *1] 66.00-67.00 sec  15400 Bytes  123200 bits/sec   2.264 ms 0/11 (0%) 24.119/21.744/26.270/1.436 ms 11 pps 11/0(0) pkts 1
[ *1] 67.00-68.00 sec  15400 Bytes  123200 bits/sec   2.667 ms 0/11 (0%) 22.382/17.744/29.261/2.801 ms 11 pps 11/0(0) pkts 1
[ *1] 68.00-69.00 sec  16800 Bytes  134400 bits/sec   3.676 ms 0/12 (0%) 24.076/17.661/29.471/3.652 ms 11 pps 12/0(0) pkts 1
[ *1] 69.00-70.00 sec  15400 Bytes  123200 bits/sec   3.235 ms 0/11 (0%) 21.943/18.280/26.691/2.542 ms 12 pps 11/0(0) pkts 1
[ *1] 70.00-71.00 sec  16800 Bytes  134400 bits/sec   3.546 ms 0/12 (0%) 22.186/16.357/26.907/3.405 ms 11 pps 12/0(0) pkts 1
[ *1] 71.00-72.00 sec  15400 Bytes  123200 bits/sec   3.876 ms 0/11 (0%) 23.595/18.894/28.955/3.289 ms 11 pps 11/0(0) pkts 1
[ *1] 72.00-73.00 sec  15400 Bytes  123200 bits/sec   3.408 ms 0/11 (0%) 23.820/19.730/28.364/2.413 ms 11 pps 11/0(0) pkts 1
[ *1] 73.00-74.00 sec  16800 Bytes  134400 bits/sec   3.089 ms 0/12 (0%) 24.321/20.946/27.425/2.423 ms 11 pps 12/0(0) pkts 1
[ *1] 74.00-75.00 sec  15400 Bytes  123200 bits/sec   3.322 ms 0/11 (0%) 23.535/19.463/29.546/3.108 ms 11 pps 11/0(0) pkts 1
[ *1] 75.00-76.00 sec  16800 Bytes  134400 bits/sec   2.972 ms 0/12 (0%) 23.560/20.459/30.782/2.864 ms 11 pps 12/0(0) pkts 1
[ *1] 76.00-77.00 sec  15400 Bytes  123200 bits/sec   2.801 ms 0/11 (0%) 23.489/20.397/31.734/3.473 ms 11 pps 11/0(0) pkts 1
[ *1] 77.00-78.00 sec  16800 Bytes  134400 bits/sec   3.464 ms 0/12 (0%) 23.532/20.434/28.063/2.627 ms 11 pps 12/0(0) pkts 1
[ *1] 78.00-79.00 sec  15400 Bytes  123200 bits/sec   3.298 ms 0/11 (0%) 22.662/15.518/27.109/3.378 ms 11 pps 11/0(0) pkts 1
[ *1] 79.00-80.00 sec  16800 Bytes  134400 bits/sec   2.715 ms 0/12 (0%) 23.523/20.384/27.279/2.301 ms 11 pps 12/0(0) pkts 1
[ *1] 80.00-81.00 sec  15400 Bytes  123200 bits/sec   3.056 ms 0/11 (0%) 23.799/19.357/29.896/3.272 ms 11 pps 11/0(0) pkts 1
[ *1] 81.00-82.00 sec  15400 Bytes  123200 bits/sec   3.159 ms 0/11 (0%) 22.621/18.675/25.762/2.393 ms 11 pps 11/0(0) pkts 1
[ *1] 82.00-83.00 sec  16800 Bytes  134400 bits/sec   2.625 ms 0/12 (0%) 22.270/15.260/24.405/2.509 ms 11 pps 12/0(0) pkts 1
