------------------------------------------------------------
Client connecting to 10.0.100.15, UDP port 5060 with pid 58 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.8%uesimtun0 port 43937 connected with 10.0.100.15 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:44:39 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.405 ms 0/13 (0%) 21.277/13.023/23.979/7.223 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.618 ms 0/11 (0%) 22.206/17.383/26.240/2.953 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   3.288 ms 0/12 (0%) 23.852/16.399/33.066/4.576 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.331 ms 0/11 (0%) 24.970/20.450/29.652/3.039 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.810 ms 0/11 (0%) 23.630/19.308/28.393/3.353 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.398 ms 0/12 (0%) 23.208/17.437/28.082/2.967 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   2.974 ms 0/11 (0%) 23.536/19.965/27.502/2.074 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.252 ms 0/12 (0%) 22.295/18.682/29.626/3.386 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.298 ms 0/11 (0%) 23.911/21.038/29.321/3.052 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   3.412 ms 0/12 (0%) 21.787/17.447/25.875/2.756 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   3.617 ms 0/11 (0%) 23.233/19.059/31.642/3.604 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.255 ms 0/11 (0%) 23.523/20.146/27.601/2.376 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.143 ms 0/12 (0%) 25.210/21.470/28.756/2.538 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   4.732 ms 0/11 (0%) 23.762/17.173/29.689/4.620 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.161 ms 0/12 (0%) 23.373/20.141/26.442/1.957 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.375 ms 0/11 (0%) 24.551/18.738/28.520/2.927 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  15400 Bytes  123200 bits/sec   3.856 ms 0/11 (0%) 22.770/18.543/27.726/3.270 ms 12 pps 11/0(0) pkts 1
[ *1] 17.00-18.00 sec  16800 Bytes  134400 bits/sec   4.047 ms 0/12 (0%) 24.157/17.458/30.758/3.575 ms 11 pps 12/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.737 ms 0/11 (0%) 23.519/19.138/26.623/2.256 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   3.666 ms 0/12 (0%) 23.073/14.917/28.086/3.695 ms 12 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.600 ms 0/11 (0%) 22.701/18.668/26.042/2.575 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.558 ms 0/12 (0%) 22.900/17.856/28.935/3.440 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.363 ms 0/11 (0%) 22.963/15.085/27.106/3.626 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  15400 Bytes  123200 bits/sec   3.199 ms 0/11 (0%) 23.070/19.768/26.915/2.549 ms 11 pps 11/0(0) pkts 1
[ *1] 24.00-25.00 sec  16800 Bytes  134400 bits/sec   3.018 ms 0/12 (0%) 23.365/19.722/27.626/2.567 ms 11 pps 12/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   3.149 ms 0/11 (0%) 23.625/18.230/27.590/2.788 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   2.736 ms 0/12 (0%) 23.799/20.444/27.819/1.955 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   3.819 ms 0/11 (0%) 23.899/17.431/28.856/3.741 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.195 ms 0/12 (0%) 23.610/19.568/27.453/2.726 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   2.662 ms 0/11 (0%) 23.211/18.684/26.405/2.320 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  15400 Bytes  123200 bits/sec   3.448 ms 0/11 (0%) 23.340/19.068/28.097/3.001 ms 11 pps 11/0(0) pkts 1
[ *1] 31.00-32.00 sec  16800 Bytes  134400 bits/sec   3.371 ms 0/12 (0%) 23.588/16.816/29.891/3.079 ms 11 pps 12/0(0) pkts 1
