------------------------------------------------------------
Client connecting to 10.0.100.5, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.9%uesimtun0 port 34413 connected with 10.0.100.5 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:50:37 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.608 ms 0/13 (0%) 23.483/21.054/27.467/6.869 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   1.526 ms 0/11 (0%) 24.068/21.002/26.656/1.814 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  15400 Bytes  123200 bits/sec   3.291 ms 0/11 (0%) 23.588/16.120/29.230/4.260 ms 11 pps 11/0(0) pkts 1
[ *1] 3.00-4.00 sec  16800 Bytes  134400 bits/sec   4.319 ms 0/12 (0%) 22.727/17.334/28.971/3.905 ms 11 pps 12/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.319 ms 0/11 (0%) 21.276/18.450/25.232/2.351 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.426 ms 0/12 (0%) 22.813/17.981/27.649/2.665 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.489 ms 0/11 (0%) 23.508/17.791/27.815/3.107 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.074 ms 0/12 (0%) 22.050/17.976/28.948/2.814 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.205 ms 0/11 (0%) 23.146/19.927/26.366/2.190 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  15400 Bytes  123200 bits/sec   3.434 ms 0/11 (0%) 23.246/18.053/28.256/3.363 ms 11 pps 11/0(0) pkts 1
[ *1] 10.00-11.00 sec  16800 Bytes  134400 bits/sec   3.949 ms 0/12 (0%) 24.816/18.816/29.201/2.832 ms 11 pps 12/0(0) pkts 1
