------------------------------------------------------------
Client connecting to 10.0.100.17, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.4%uesimtun0 port 55795 connected with 10.0.100.17 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:34:32 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.504 ms 0/13 (0%) 23.601/19.646/27.595/6.078 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.142 ms 0/11 (0%) 25.107/20.191/29.966/2.913 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  15400 Bytes  123200 bits/sec   2.717 ms 0/11 (0%) 25.077/20.345/31.408/2.848 ms 11 pps 11/0(0) pkts 1
[ *1] 3.00-4.00 sec  16800 Bytes  134400 bits/sec   3.564 ms 0/12 (0%) 23.237/17.028/28.591/3.380 ms 11 pps 12/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.716 ms 0/11 (0%) 23.986/17.420/28.398/3.609 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.565 ms 0/12 (0%) 24.200/17.858/28.283/2.770 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   4.554 ms 0/11 (0%) 24.140/19.446/28.852/3.625 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.196 ms 0/12 (0%) 23.795/20.061/28.111/2.196 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.372 ms 0/11 (0%) 21.824/17.216/27.878/3.138 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   4.043 ms 0/12 (0%) 22.372/15.953/28.839/3.873 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   4.645 ms 0/11 (0%) 22.556/16.282/26.573/3.367 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.943 ms 0/11 (0%) 23.652/19.361/26.794/2.666 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.584 ms 0/12 (0%) 24.766/20.572/29.894/3.177 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   3.311 ms 0/11 (0%) 24.296/18.630/28.247/2.834 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.442 ms 0/12 (0%) 23.819/20.101/27.440/2.197 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.269 ms 0/11 (0%) 23.037/19.333/29.156/3.715 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   2.968 ms 0/12 (0%) 23.804/20.288/27.696/2.421 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   3.809 ms 0/11 (0%) 23.850/18.001/28.330/4.050 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.180 ms 0/11 (0%) 23.220/18.921/26.984/2.774 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   3.722 ms 0/12 (0%) 22.872/16.737/27.080/3.227 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.204 ms 0/11 (0%) 22.594/18.172/25.944/2.313 ms 12 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   2.974 ms 0/12 (0%) 23.285/18.605/26.954/2.380 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.697 ms 0/11 (0%) 21.827/18.220/28.281/3.144 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   3.967 ms 0/12 (0%) 24.097/16.738/29.154/3.456 ms 11 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   4.280 ms 0/11 (0%) 23.123/16.081/29.637/3.644 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   3.463 ms 0/11 (0%) 21.960/16.394/25.065/2.505 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   3.516 ms 0/12 (0%) 23.052/18.647/27.629/2.990 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   3.353 ms 0/11 (0%) 24.143/19.991/28.614/2.992 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.596 ms 0/12 (0%) 22.624/18.749/27.106/2.541 ms 12 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   3.026 ms 0/11 (0%) 24.452/21.394/28.137/2.163 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  16800 Bytes  134400 bits/sec   2.923 ms 0/12 (0%) 22.076/18.648/25.895/2.395 ms 11 pps 12/0(0) pkts 1
[ *1] 31.00-32.00 sec  15400 Bytes  123200 bits/sec   3.577 ms 0/11 (0%) 23.329/15.558/27.209/3.439 ms 11 pps 11/0(0) pkts 1
