------------------------------------------------------------
Client connecting to 10.0.100.19, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.1%uesimtun0 port 47643 connected with 10.0.100.19 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:28:33 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   2.036 ms 0/13 (0%) 22.881/19.027/29.658/6.992 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.634 ms 0/11 (0%) 22.730/15.881/27.835/3.750 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   3.158 ms 0/12 (0%) 22.811/16.023/26.475/2.811 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.321 ms 0/11 (0%) 22.747/18.782/26.771/2.361 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.279 ms 0/11 (0%) 23.325/19.601/26.974/2.420 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.241 ms 0/12 (0%) 23.734/20.454/27.164/2.175 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.892 ms 0/11 (0%) 22.808/18.258/28.994/3.134 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   2.889 ms 0/12 (0%) 22.959/20.466/27.404/1.947 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.787 ms 0/11 (0%) 22.179/16.351/27.421/3.750 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  15400 Bytes  123200 bits/sec   3.546 ms 0/11 (0%) 25.065/21.588/28.116/2.036 ms 11 pps 11/0(0) pkts 1
[ *1] 10.00-11.00 sec  16800 Bytes  134400 bits/sec   3.250 ms 0/12 (0%) 23.304/20.160/29.186/2.672 ms 11 pps 12/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   2.986 ms 0/11 (0%) 25.898/21.960/28.880/2.096 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   2.405 ms 0/12 (0%) 22.387/18.563/26.370/2.243 ms 12 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   3.235 ms 0/11 (0%) 21.668/16.474/28.698/3.463 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.224 ms 0/12 (0%) 22.760/19.177/30.710/3.154 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.913 ms 0/11 (0%) 22.799/16.956/26.893/3.298 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   2.919 ms 0/12 (0%) 23.843/20.163/27.482/2.237 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   2.270 ms 0/11 (0%) 23.456/21.503/25.525/1.413 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   2.371 ms 0/11 (0%) 22.930/19.053/25.420/2.117 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   2.177 ms 0/12 (0%) 23.294/18.424/26.309/2.342 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   2.761 ms 0/11 (0%) 23.814/20.737/29.191/2.494 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.054 ms 0/12 (0%) 23.760/17.971/29.754/3.524 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.619 ms 0/11 (0%) 23.804/19.297/29.206/3.318 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   2.874 ms 0/12 (0%) 23.174/20.583/26.950/2.245 ms 11 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   3.546 ms 0/11 (0%) 21.952/16.772/28.151/3.626 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   3.145 ms 0/11 (0%) 23.725/16.573/26.334/2.665 ms 12 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   2.979 ms 0/12 (0%) 24.094/20.171/28.633/3.022 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   3.610 ms 0/11 (0%) 21.329/15.786/25.449/3.187 ms 12 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.321 ms 0/12 (0%) 23.754/17.448/29.890/3.382 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   2.732 ms 0/11 (0%) 22.948/19.436/27.567/2.299 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  16800 Bytes  134400 bits/sec   3.675 ms 0/12 (0%) 24.426/20.552/29.125/3.166 ms 11 pps 12/0(0) pkts 1
[ *1] 31.00-32.00 sec  15400 Bytes  123200 bits/sec   3.194 ms 0/11 (0%) 22.116/18.361/25.658/2.115 ms 11 pps 11/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   3.201 ms 0/11 (0%) 23.265/19.096/27.362/2.790 ms 11 pps 11/0(0) pkts 1
