------------------------------------------------------------
Client connecting to 10.0.100.19, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.1%uesimtun0 port 36243 connected with 10.0.100.19 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 20:08:33 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.652 ms 0/13 (0%) 22.973/16.248/28.169/7.903 ms 13 pps 13/0(0) pkts 1
[ *1] 0.00-1.00 sec  1 datagrams received out-of-order
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   3.363 ms 0/11 (0%) 23.560/15.767/31.725/4.473 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   2.847 ms 0/12 (0%) 24.672/18.527/29.045/3.230 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.440 ms 0/11 (0%) 23.200/18.451/31.606/3.663 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.094 ms 0/11 (0%) 22.420/18.768/27.233/2.614 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.328 ms 0/12 (0%) 23.168/16.785/28.447/3.431 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   2.518 ms 0/11 (0%) 23.940/21.624/26.515/1.404 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.323 ms 0/12 (0%) 23.613/19.469/32.551/3.625 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.693 ms 0/11 (0%) 23.468/17.872/27.939/3.036 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  15400 Bytes  123200 bits/sec   3.034 ms 0/11 (0%) 23.434/18.338/26.135/2.220 ms 12 pps 11/0(0) pkts 1
[ *1] 10.00-11.00 sec  16800 Bytes  134400 bits/sec   2.998 ms 0/12 (0%) 23.438/16.034/26.869/2.955 ms 11 pps 12/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   2.977 ms 0/11 (0%) 24.191/20.140/27.914/2.219 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.440 ms 0/12 (0%) 22.597/16.973/27.784/3.134 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   3.551 ms 0/11 (0%) 23.179/19.190/28.191/2.784 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   2.709 ms 0/12 (0%) 23.920/21.676/26.214/1.387 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   2.943 ms 0/11 (0%) 22.827/18.392/26.295/2.675 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   2.779 ms 0/12 (0%) 25.483/19.513/29.699/2.563 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   3.220 ms 0/11 (0%) 22.844/18.681/28.716/3.430 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.595 ms 0/11 (0%) 22.848/17.541/28.254/3.291 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   3.958 ms 0/12 (0%) 23.526/17.923/30.343/3.703 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.760 ms 0/11 (0%) 22.710/19.171/27.492/2.727 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.075 ms 0/12 (0%) 22.741/18.059/24.989/2.194 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   2.674 ms 0/11 (0%) 23.419/17.884/26.382/2.549 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  15400 Bytes  123200 bits/sec   3.037 ms 0/11 (0%) 23.284/19.075/30.489/3.480 ms 11 pps 11/0(0) pkts 1
[ *1] 24.00-25.00 sec  16800 Bytes  134400 bits/sec   2.399 ms 0/12 (0%) 23.305/20.476/28.518/2.231 ms 11 pps 12/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   2.586 ms 0/11 (0%) 22.304/16.694/27.528/2.781 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   3.253 ms 0/12 (0%) 23.785/18.710/28.771/2.706 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   2.922 ms 0/11 (0%) 24.189/19.211/26.979/2.529 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.395 ms 0/12 (0%) 23.396/17.179/27.993/3.313 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   3.247 ms 0/11 (0%) 22.494/18.809/27.423/2.875 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  15400 Bytes  123200 bits/sec   3.101 ms 0/11 (0%) 23.033/18.508/27.552/2.952 ms 11 pps 11/0(0) pkts 1
[ *1] 31.00-32.00 sec  16800 Bytes  134400 bits/sec   2.832 ms 0/12 (0%) 25.478/21.360/28.839/2.343 ms 11 pps 12/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   2.766 ms 0/11 (0%) 24.543/18.146/28.913/2.891 ms 11 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   2.783 ms 0/12 (0%) 24.092/18.200/27.339/3.001 ms 11 pps 12/0(0) pkts 1
[ *1] 34.00-35.00 sec  15400 Bytes  123200 bits/sec   3.010 ms 0/11 (0%) 24.756/21.330/32.082/3.007 ms 11 pps 11/0(0) pkts 1
[ *1] 35.00-36.00 sec  16800 Bytes  134400 bits/sec   3.413 ms 0/12 (0%) 21.527/18.124/27.310/2.763 ms 11 pps 12/0(0) pkts 1
[ *1] 36.00-37.00 sec  15400 Bytes  123200 bits/sec   3.583 ms 0/11 (0%) 23.787/19.843/28.406/2.909 ms 11 pps 11/0(0) pkts 1
[ *1] 37.00-38.00 sec  16800 Bytes  134400 bits/sec   3.384 ms 0/12 (0%) 22.579/19.204/25.544/2.301 ms 11 pps 12/0(0) pkts 1
[ *1] 38.00-39.00 sec  15400 Bytes  123200 bits/sec   3.204 ms 0/11 (0%) 23.544/20.840/28.540/2.528 ms 11 pps 11/0(0) pkts 1
[ *1] 39.00-40.00 sec  15400 Bytes  123200 bits/sec   2.499 ms 0/11 (0%) 23.021/21.085/26.500/1.565 ms 11 pps 11/0(0) pkts 1
[ *1] 40.00-41.00 sec  16800 Bytes  134400 bits/sec   2.197 ms 0/12 (0%) 22.380/16.058/26.160/3.172 ms 11 pps 12/0(0) pkts 1
[ *1] 41.00-42.00 sec  15400 Bytes  123200 bits/sec   2.769 ms 0/11 (0%) 23.387/18.069/28.292/3.054 ms 11 pps 11/0(0) pkts 1
[ *1] 42.00-43.00 sec  16800 Bytes  134400 bits/sec   2.857 ms 0/12 (0%) 24.388/18.925/28.332/2.763 ms 11 pps 12/0(0) pkts 1
