------------------------------------------------------------
Client connecting to 10.0.100.17, UDP port 5060 with pid 58 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.4%uesimtun0 port 44976 connected with 10.0.100.17 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:16:29 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   2.262 ms 0/13 (0%) 22.735/16.295/29.181/6.168 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   3.042 ms 0/11 (0%) 23.480/16.540/27.012/2.908 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   3.016 ms 0/12 (0%) 22.706/18.117/26.464/2.904 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.138 ms 0/11 (0%) 24.296/20.149/27.648/2.723 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.675 ms 0/11 (0%) 24.538/19.927/29.693/3.203 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.899 ms 0/12 (0%) 21.949/17.858/26.633/2.978 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   2.940 ms 0/11 (0%) 23.741/20.586/27.600/2.431 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.692 ms 0/12 (0%) 24.588/18.934/29.357/3.734 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.234 ms 0/11 (0%) 23.430/16.632/27.804/2.962 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   4.179 ms 0/12 (0%) 22.404/16.280/28.965/4.066 ms 12 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   4.084 ms 0/11 (0%) 24.456/20.817/29.294/2.669 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.931 ms 0/11 (0%) 21.690/15.402/27.220/3.468 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.271 ms 0/12 (0%) 22.541/17.712/27.558/2.553 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   2.742 ms 0/11 (0%) 23.341/19.731/26.433/2.049 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.217 ms 0/12 (0%) 22.522/19.742/27.151/2.726 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.153 ms 0/11 (0%) 24.011/19.200/27.006/2.761 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   3.583 ms 0/12 (0%) 22.950/17.200/27.865/3.460 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   4.006 ms 0/11 (0%) 24.432/18.003/29.064/3.954 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.758 ms 0/11 (0%) 24.068/19.589/30.221/3.645 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   3.970 ms 0/12 (0%) 22.100/14.860/26.538/3.472 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.679 ms 0/11 (0%) 23.071/18.103/29.384/3.552 ms 12 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.200 ms 0/12 (0%) 24.298/21.488/31.821/2.851 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.076 ms 0/11 (0%) 24.486/19.947/28.966/2.895 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   2.870 ms 0/12 (0%) 23.207/19.326/27.035/2.596 ms 12 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   3.248 ms 0/11 (0%) 23.056/19.204/27.351/2.911 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   2.919 ms 0/11 (0%) 24.005/19.871/27.762/2.743 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   2.769 ms 0/12 (0%) 23.333/20.049/27.350/2.236 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   3.869 ms 0/11 (0%) 23.967/17.782/29.557/3.774 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   4.351 ms 0/12 (0%) 23.731/19.406/30.521/3.841 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   4.646 ms 0/11 (0%) 22.360/14.966/29.559/3.699 ms 12 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  16800 Bytes  134400 bits/sec   4.731 ms 0/12 (0%) 23.028/17.560/28.627/3.249 ms 11 pps 12/0(0) pkts 1
[ *1] 31.00-32.00 sec  15400 Bytes  123200 bits/sec   3.318 ms 0/11 (0%) 24.231/20.680/26.831/2.136 ms 11 pps 11/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   3.609 ms 0/11 (0%) 24.134/15.194/28.086/3.557 ms 11 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   3.787 ms 0/12 (0%) 24.006/17.026/27.429/2.975 ms 11 pps 12/0(0) pkts 1
[ *1] 34.00-35.00 sec  15400 Bytes  123200 bits/sec   3.211 ms 0/11 (0%) 23.273/19.832/29.028/2.539 ms 11 pps 11/0(0) pkts 1
