------------------------------------------------------------
Client connecting to 10.0.100.7, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.5%uesimtun0 port 55212 connected with 10.0.100.7 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:16:29 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.479 ms 0/13 (0%) 24.306/21.521/28.405/6.966 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.263 ms 0/11 (0%) 22.088/18.343/26.060/2.301 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   2.592 ms 0/12 (0%) 23.141/18.551/28.290/2.583 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.060 ms 0/11 (0%) 23.610/18.606/29.139/3.513 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   2.729 ms 0/11 (0%) 23.850/21.403/26.233/1.680 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.016 ms 0/12 (0%) 24.526/19.524/32.372/3.089 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   2.712 ms 0/11 (0%) 23.428/20.574/28.466/2.210 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.159 ms 0/12 (0%) 24.429/19.729/28.026/2.991 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   2.871 ms 0/11 (0%) 24.301/20.889/26.867/1.935 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   3.140 ms 0/12 (0%) 22.290/19.530/26.790/2.219 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   3.062 ms 0/11 (0%) 22.732/19.605/26.888/2.119 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.353 ms 0/11 (0%) 23.863/17.941/28.872/3.292 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   4.013 ms 0/12 (0%) 23.149/17.980/28.161/3.433 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   3.846 ms 0/11 (0%) 24.046/19.536/30.929/3.101 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.329 ms 0/12 (0%) 23.340/18.250/29.669/3.143 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.561 ms 0/11 (0%) 24.852/19.563/30.149/3.176 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  15400 Bytes  123200 bits/sec   3.361 ms 0/11 (0%) 24.067/18.381/29.541/2.928 ms 11 pps 11/0(0) pkts 1
[ *1] 17.00-18.00 sec  16800 Bytes  134400 bits/sec   3.238 ms 0/12 (0%) 23.034/18.070/27.563/2.995 ms 11 pps 12/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.353 ms 0/11 (0%) 23.034/18.186/27.126/2.505 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   2.397 ms 0/12 (0%) 23.223/20.886/26.361/1.457 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.015 ms 0/11 (0%) 23.017/16.638/30.344/3.436 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   2.663 ms 0/12 (0%) 24.172/19.554/30.641/2.964 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.343 ms 0/11 (0%) 24.879/20.471/31.267/3.510 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  15400 Bytes  123200 bits/sec   2.314 ms 0/11 (0%) 23.742/21.973/25.999/1.434 ms 11 pps 11/0(0) pkts 1
[ *1] 24.00-25.00 sec  16800 Bytes  134400 bits/sec   3.704 ms 0/12 (0%) 23.053/17.347/28.969/3.364 ms 11 pps 12/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   3.073 ms 0/11 (0%) 22.949/18.798/26.803/2.216 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   2.892 ms 0/12 (0%) 22.229/18.579/26.178/2.005 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   3.011 ms 0/11 (0%) 23.640/18.714/27.430/2.455 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   2.996 ms 0/12 (0%) 22.575/14.814/28.124/3.536 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   2.520 ms 0/11 (0%) 23.065/19.767/25.957/2.072 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  15400 Bytes  123200 bits/sec   2.723 ms 0/11 (0%) 22.805/17.483/26.536/2.734 ms 11 pps 11/0(0) pkts 1
[ *1] 31.00-32.00 sec  16800 Bytes  134400 bits/sec   2.963 ms 0/12 (0%) 24.443/18.845/29.343/3.216 ms 11 pps 12/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   1.944 ms 0/11 (0%) 23.027/18.870/25.494/2.046 ms 12 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   2.290 ms 0/12 (0%) 22.993/17.664/26.197/2.550 ms 11 pps 12/0(0) pkts 1
[ *1] 34.00-35.00 sec  15400 Bytes  123200 bits/sec   2.949 ms 0/11 (0%) 22.202/16.968/28.522/3.157 ms 11 pps 11/0(0) pkts 1
[ *1] 35.00-36.00 sec  16800 Bytes  134400 bits/sec   2.708 ms 0/12 (0%) 24.486/21.096/28.834/2.550 ms 11 pps 12/0(0) pkts 1
[ *1] 36.00-37.00 sec  15400 Bytes  123200 bits/sec   4.087 ms 0/11 (0%) 22.920/16.304/26.608/3.561 ms 11 pps 11/0(0) pkts 1
[ *1] 37.00-38.00 sec  16800 Bytes  134400 bits/sec   4.182 ms 0/12 (0%) 22.824/16.002/28.173/3.740 ms 12 pps 12/0(0) pkts 1
[ *1] 38.00-39.00 sec  15400 Bytes  123200 bits/sec   3.378 ms 0/11 (0%) 22.435/18.975/25.263/2.142 ms 11 pps 11/0(0) pkts 1
