------------------------------------------------------------
Client connecting to 10.0.100.9, UDP port 5060 with pid 58 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.7%uesimtun0 port 41442 connected with 10.0.100.9 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:16:29 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.664 ms 0/13 (0%) 23.535/17.797/29.001/8.847 ms 13 pps 13/0(0) pkts 1
[ *1] 0.00-1.00 sec  1 datagrams received out-of-order
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.103 ms 0/11 (0%) 22.539/19.427/26.769/2.393 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  15400 Bytes  123200 bits/sec   2.952 ms 0/11 (0%) 24.609/19.100/29.198/2.964 ms 11 pps 11/0(0) pkts 1
[ *1] 3.00-4.00 sec  16800 Bytes  134400 bits/sec   3.854 ms 0/12 (0%) 23.859/18.474/29.026/3.301 ms 11 pps 12/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.740 ms 0/11 (0%) 22.667/18.563/26.881/3.013 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.201 ms 0/12 (0%) 22.278/18.387/26.771/2.683 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.235 ms 0/11 (0%) 21.028/17.895/28.782/3.073 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.766 ms 0/12 (0%) 21.996/15.771/27.385/3.126 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.558 ms 0/11 (0%) 22.627/19.555/25.521/2.250 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   3.052 ms 0/12 (0%) 23.044/17.840/25.622/2.219 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   2.819 ms 0/11 (0%) 24.199/16.743/26.706/2.941 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   2.318 ms 0/11 (0%) 22.871/19.218/24.668/1.724 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.143 ms 0/12 (0%) 23.286/18.800/29.443/3.084 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   2.423 ms 0/11 (0%) 24.765/21.018/27.149/2.049 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   2.908 ms 0/12 (0%) 23.263/19.000/29.122/2.518 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   2.636 ms 0/11 (0%) 22.929/19.148/26.060/1.939 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   2.834 ms 0/12 (0%) 22.935/19.359/26.440/2.245 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   3.012 ms 0/11 (0%) 24.050/19.046/27.737/2.630 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.095 ms 0/11 (0%) 21.953/18.743/26.773/2.404 ms 12 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   2.501 ms 0/12 (0%) 23.599/21.410/26.679/1.681 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.100 ms 0/11 (0%) 23.532/20.028/29.096/2.835 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.387 ms 0/12 (0%) 22.391/17.144/29.019/3.112 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.240 ms 0/11 (0%) 23.504/17.752/27.139/2.736 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   4.376 ms 0/12 (0%) 23.604/18.184/31.836/3.963 ms 11 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   3.802 ms 0/11 (0%) 22.255/17.002/25.579/2.597 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   3.406 ms 0/11 (0%) 22.976/19.540/26.462/2.421 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   3.151 ms 0/12 (0%) 22.399/19.236/27.402/2.559 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   3.291 ms 0/11 (0%) 22.850/18.264/27.043/2.543 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.824 ms 0/12 (0%) 24.809/20.489/29.697/3.162 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   3.467 ms 0/11 (0%) 23.927/18.802/27.176/2.710 ms 12 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  15400 Bytes  123200 bits/sec   3.193 ms 0/11 (0%) 24.491/20.578/27.373/2.174 ms 11 pps 11/0(0) pkts 1
[ *1] 31.00-32.00 sec  16800 Bytes  134400 bits/sec   3.461 ms 0/12 (0%) 22.928/18.258/29.184/3.435 ms 12 pps 12/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   4.272 ms 0/11 (0%) 23.894/16.050/29.093/3.988 ms 11 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   3.460 ms 0/12 (0%) 24.168/19.008/27.135/2.338 ms 11 pps 12/0(0) pkts 1
[ *1] 34.00-35.00 sec  15400 Bytes  123200 bits/sec   3.571 ms 0/11 (0%) 22.669/14.685/26.196/3.230 ms 11 pps 11/0(0) pkts 1
[ *1] 35.00-36.00 sec  16800 Bytes  134400 bits/sec   3.109 ms 0/12 (0%) 24.907/21.162/27.782/2.397 ms 11 pps 12/0(0) pkts 1
[ *1] 36.00-37.00 sec  15400 Bytes  123200 bits/sec   3.172 ms 0/11 (0%) 24.351/18.057/28.934/3.007 ms 11 pps 11/0(0) pkts 1
[ *1] 37.00-38.00 sec  16800 Bytes  134400 bits/sec   2.707 ms 0/12 (0%) 23.529/17.446/26.220/2.446 ms 11 pps 12/0(0) pkts 1
[ *1] 38.00-39.00 sec  15400 Bytes  123200 bits/sec   2.683 ms 0/11 (0%) 24.226/20.719/28.580/2.484 ms 11 pps 11/0(0) pkts 1
[ *1] 39.00-40.00 sec  15400 Bytes  123200 bits/sec   3.040 ms 0/11 (0%) 23.343/16.588/26.252/2.843 ms 11 pps 11/0(0) pkts 1
