------------------------------------------------------------
Client connecting to 10.0.100.13, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.6%uesimtun0 port 51540 connected with 10.0.100.13 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:16:29 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.370 ms 0/13 (0%) 24.024/21.410/28.297/6.961 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   1.712 ms 0/11 (0%) 21.922/18.993/25.358/2.007 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   2.344 ms 0/12 (0%) 21.734/17.705/27.422/2.546 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   2.516 ms 0/11 (0%) 24.268/20.703/27.973/2.487 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   2.707 ms 0/11 (0%) 23.397/20.128/27.231/2.304 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   4.510 ms 0/12 (0%) 22.433/15.936/27.348/4.103 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.420 ms 0/11 (0%) 23.247/18.639/28.648/3.148 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   2.702 ms 0/12 (0%) 22.731/20.106/25.743/1.709 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.227 ms 0/11 (0%) 22.576/16.505/27.188/3.457 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  15400 Bytes  123200 bits/sec   2.927 ms 0/11 (0%) 24.243/21.315/27.542/2.183 ms 11 pps 11/0(0) pkts 1
[ *1] 10.00-11.00 sec  16800 Bytes  134400 bits/sec   3.495 ms 0/12 (0%) 24.042/20.129/28.394/2.767 ms 11 pps 12/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.395 ms 0/11 (0%) 23.277/18.120/27.614/2.883 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.065 ms 0/12 (0%) 21.588/18.510/27.230/2.551 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   2.954 ms 0/11 (0%) 23.003/19.021/27.300/2.831 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.030 ms 0/12 (0%) 22.966/18.467/28.250/2.561 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   2.241 ms 0/11 (0%) 23.522/20.485/25.762/1.831 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   2.520 ms 0/12 (0%) 23.417/19.362/26.535/2.418 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   3.409 ms 0/11 (0%) 21.750/15.941/24.968/3.074 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   2.837 ms 0/11 (0%) 24.072/21.568/27.401/1.651 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   2.540 ms 0/12 (0%) 23.371/20.127/27.049/2.009 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   2.241 ms 0/11 (0%) 22.592/16.344/25.668/2.687 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   2.528 ms 0/12 (0%) 24.327/19.232/29.228/3.345 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.025 ms 0/11 (0%) 22.718/18.019/28.771/3.348 ms 12 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  15400 Bytes  123200 bits/sec   4.212 ms 0/11 (0%) 24.117/18.268/28.400/3.468 ms 11 pps 11/0(0) pkts 1
[ *1] 24.00-25.00 sec  16800 Bytes  134400 bits/sec   2.957 ms 0/12 (0%) 24.457/20.103/27.005/2.060 ms 11 pps 12/0(0) pkts 1
