------------------------------------------------------------
Client connecting to 10.0.100.3, UDP port 5060 with pid 100 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.9%uesimtun0 port 32809 connected with 10.0.100.3 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:16:29 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.409 ms 0/13 (0%) 23.564/19.646/30.775/7.088 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.199 ms 0/11 (0%) 23.999/21.506/29.838/2.466 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  15400 Bytes  123200 bits/sec   2.786 ms 0/11 (0%) 23.195/19.869/26.456/2.473 ms 11 pps 11/0(0) pkts 1
[ *1] 3.00-4.00 sec  16800 Bytes  134400 bits/sec   3.704 ms 0/12 (0%) 24.099/18.420/28.451/3.323 ms 11 pps 12/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   4.042 ms 0/11 (0%) 22.684/18.512/28.566/3.202 ms 12 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.718 ms 0/12 (0%) 22.896/16.475/27.184/3.066 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.620 ms 0/11 (0%) 24.175/19.083/28.611/3.132 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.392 ms 0/12 (0%) 23.437/18.313/27.615/2.669 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.588 ms 0/11 (0%) 24.781/20.426/29.121/2.626 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   3.871 ms 0/12 (0%) 24.159/20.593/30.460/3.238 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   3.689 ms 0/11 (0%) 23.711/18.824/27.142/2.768 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   4.809 ms 0/11 (0%) 23.686/18.187/29.160/3.788 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.611 ms 0/12 (0%) 22.793/18.249/27.032/2.310 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   3.508 ms 0/11 (0%) 24.165/20.796/27.880/2.308 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.640 ms 0/12 (0%) 23.303/14.399/29.786/4.134 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.155 ms 0/11 (0%) 24.482/20.228/28.150/2.693 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   3.002 ms 0/12 (0%) 23.278/20.076/28.487/2.351 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   3.147 ms 0/11 (0%) 22.712/15.053/27.612/3.719 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   2.532 ms 0/11 (0%) 23.261/20.283/26.736/2.370 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   2.768 ms 0/12 (0%) 25.011/21.810/30.321/2.639 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   2.444 ms 0/11 (0%) 24.355/19.167/27.424/2.731 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   2.490 ms 0/12 (0%) 22.002/19.092/25.187/1.861 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.007 ms 0/11 (0%) 23.588/18.760/29.847/3.209 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  15400 Bytes  123200 bits/sec   2.751 ms 0/11 (0%) 24.301/22.166/28.208/2.207 ms 11 pps 11/0(0) pkts 1
[ *1] 24.00-25.00 sec  16800 Bytes  134400 bits/sec   3.050 ms 0/12 (0%) 23.669/17.776/27.173/3.058 ms 11 pps 12/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   3.703 ms 0/11 (0%) 23.955/15.986/28.240/3.380 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   3.772 ms 0/12 (0%) 23.786/18.382/28.899/3.179 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   3.307 ms 0/11 (0%) 22.494/18.814/26.187/2.313 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.782 ms 0/12 (0%) 23.710/15.156/28.031/3.756 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   3.824 ms 0/11 (0%) 23.534/19.418/27.176/2.736 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  16800 Bytes  134400 bits/sec   3.303 ms 0/12 (0%) 23.391/18.839/27.638/2.298 ms 11 pps 12/0(0) pkts 1
[ *1] 31.00-32.00 sec  15400 Bytes  123200 bits/sec   2.782 ms 0/11 (0%) 23.204/21.496/27.243/1.824 ms 11 pps 11/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   4.040 ms 0/11 (0%) 23.297/18.153/28.481/3.455 ms 11 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   3.132 ms 0/12 (0%) 23.766/20.336/28.339/2.633 ms 11 pps 12/0(0) pkts 1
[ *1] 34.00-35.00 sec  15400 Bytes  123200 bits/sec   3.117 ms 0/11 (0%) 22.367/18.071/29.653/3.095 ms 11 pps 11/0(0) pkts 1
[ *1] 35.00-36.00 sec  16800 Bytes  134400 bits/sec   2.547 ms 0/12 (0%) 23.596/20.145/27.865/2.035 ms 11 pps 12/0(0) pkts 1
[ *1] 36.00-37.00 sec  15400 Bytes  123200 bits/sec   3.512 ms 0/11 (0%) 22.003/18.252/27.433/3.000 ms 11 pps 11/0(0) pkts 1
[ *1] 37.00-38.00 sec  16800 Bytes  134400 bits/sec   3.713 ms 0/12 (0%) 20.976/16.966/25.939/2.503 ms 11 pps 12/0(0) pkts 1
[ *1] 38.00-39.00 sec  15400 Bytes  123200 bits/sec   4.809 ms 0/11 (0%) 22.766/16.917/26.745/3.755 ms 11 pps 11/0(0) pkts 1
[ *1] 39.00-40.00 sec  15400 Bytes  123200 bits/sec   4.613 ms 0/11 (0%) 22.357/16.657/29.293/3.974 ms 11 pps 11/0(0) pkts 1
[ *1] 40.00-41.00 sec  16800 Bytes  134400 bits/sec   3.009 ms 0/12 (0%) 22.961/19.523/26.141/1.837 ms 11 pps 12/0(0) pkts 1
[ *1] 41.00-42.00 sec  15400 Bytes  123200 bits/sec   2.696 ms 0/11 (0%) 22.714/18.305/28.005/2.698 ms 11 pps 11/0(0) pkts 1
[ *1] 42.00-43.00 sec  16800 Bytes  134400 bits/sec   3.722 ms 0/12 (0%) 23.013/16.266/31.550/3.762 ms 11 pps 12/0(0) pkts 1
[ *1] 43.00-44.00 sec  15400 Bytes  123200 bits/sec   3.372 ms 0/11 (0%) 22.683/19.007/26.534/2.663 ms 11 pps 11/0(0) pkts 1
[ *1] 44.00-45.00 sec  15400 Bytes  123200 bits/sec   3.856 ms 0/11 (0%) 23.618/17.952/28.710/3.571 ms 11 pps 11/0(0) pkts 1
[ *1] 45.00-46.00 sec  16800 Bytes  134400 bits/sec   3.860 ms 0/12 (0%) 25.342/20.014/29.520/2.877 ms 11 pps 12/0(0) pkts 1
[ *1] 46.00-47.00 sec  15400 Bytes  123200 bits/sec   2.882 ms 0/11 (0%) 22.698/18.636/26.858/2.105 ms 11 pps 11/0(0) pkts 1
[ *1] 47.00-48.00 sec  16800 Bytes  134400 bits/sec   3.789 ms 0/12 (0%) 24.915/19.437/30.607/3.305 ms 11 pps 12/0(0) pkts 1
[ *1] 48.00-49.00 sec  15400 Bytes  123200 bits/sec   4.381 ms 0/11 (0%) 23.394/17.158/28.805/3.709 ms 12 pps 11/0(0) pkts 1
[ *1] 49.00-50.00 sec  16800 Bytes  134400 bits/sec   4.433 ms 0/12 (0%) 23.439/18.017/31.396/3.825 ms 11 pps 12/0(0) pkts 1
[ *1] 50.00-51.00 sec  15400 Bytes  123200 bits/sec   3.251 ms 0/11 (0%) 22.551/18.929/26.731/2.101 ms 11 pps 11/0(0) pkts 1
[ *1] 51.00-52.00 sec  15400 Bytes  123200 bits/sec   3.166 ms 0/11 (0%) 23.038/19.590/28.905/2.928 ms 11 pps 11/0(0) pkts 1
[ *1] 52.00-53.00 sec  16800 Bytes  134400 bits/sec   2.900 ms 0/12 (0%) 23.821/21.148/30.067/2.354 ms 11 pps 12/0(0) pkts 1
[ *1] 53.00-54.00 sec  15400 Bytes  123200 bits/sec   3.925 ms 0/11 (0%) 22.448/17.139/28.467/4.005 ms 11 pps 11/0(0) pkts 1
[ *1] 54.00-55.00 sec  16800 Bytes  134400 bits/sec   4.069 ms 0/12 (0%) 24.073/18.446/28.221/3.020 ms 11 pps 12/0(0) pkts 1
