------------------------------------------------------------
Client connecting to 10.0.100.17, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.3%uesimtun0 port 52565 connected with 10.0.100.17 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 20:02:33 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   2.016 ms 0/13 (0%) 23.990/18.754/28.220/8.555 ms 13 pps 13/0(0) pkts 1
[ *1] 0.00-1.00 sec  1 datagrams received out-of-order
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.751 ms 0/11 (0%) 21.994/16.317/25.948/2.907 ms 12 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  15400 Bytes  123200 bits/sec   3.456 ms 0/11 (0%) 24.024/21.324/30.224/2.751 ms 11 pps 11/0(0) pkts 1
[ *1] 3.00-4.00 sec  16800 Bytes  134400 bits/sec   2.976 ms 0/12 (0%) 24.877/21.543/29.078/2.340 ms 11 pps 12/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.761 ms 0/11 (0%) 23.135/18.174/28.484/3.400 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   4.152 ms 0/12 (0%) 23.079/17.996/27.597/3.243 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   4.789 ms 0/11 (0%) 23.210/18.110/29.302/3.618 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.736 ms 0/12 (0%) 23.875/18.319/27.966/3.547 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.364 ms 0/11 (0%) 24.771/21.198/29.877/2.681 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   3.017 ms 0/12 (0%) 23.551/19.008/28.462/2.620 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   3.756 ms 0/11 (0%) 22.107/17.764/26.263/3.161 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   2.776 ms 0/11 (0%) 23.608/21.119/26.562/1.671 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.529 ms 0/12 (0%) 23.466/17.814/31.058/3.899 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   3.100 ms 0/11 (0%) 22.542/18.341/26.305/2.798 ms 12 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.737 ms 0/12 (0%) 22.889/16.498/28.504/3.251 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   4.389 ms 0/11 (0%) 24.314/18.410/28.678/3.326 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   4.341 ms 0/12 (0%) 23.874/19.321/31.014/3.464 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   3.685 ms 0/11 (0%) 23.145/17.783/26.181/2.443 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   4.174 ms 0/11 (0%) 24.172/19.314/30.576/3.369 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   4.537 ms 0/12 (0%) 23.015/18.788/29.259/3.412 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   4.733 ms 0/11 (0%) 24.156/19.101/28.134/3.138 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.592 ms 0/12 (0%) 25.093/22.501/27.991/1.892 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   2.970 ms 0/11 (0%) 23.865/19.424/27.804/2.416 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   3.531 ms 0/12 (0%) 22.760/19.223/30.279/3.137 ms 11 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   4.776 ms 0/11 (0%) 23.477/18.129/28.310/3.641 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   4.002 ms 0/11 (0%) 24.532/20.078/30.214/2.766 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   2.504 ms 0/12 (0%) 23.437/20.733/26.358/1.824 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   2.391 ms 0/11 (0%) 23.831/19.475/26.632/2.583 ms 11 pps 11/0(0) pkts 1
