------------------------------------------------------------
Client connecting to 10.0.100.15, UDP port 5060 with pid 58 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.7%uesimtun0 port 41017 connected with 10.0.100.15 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 20:02:33 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.882 ms 0/13 (0%) 22.422/13.584/25.855/8.035 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.718 ms 0/11 (0%) 23.927/19.923/29.665/3.193 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  15400 Bytes  123200 bits/sec   3.059 ms 0/11 (0%) 23.922/19.599/28.117/2.990 ms 12 pps 11/0(0) pkts 1
[ *1] 3.00-4.00 sec  16800 Bytes  134400 bits/sec   3.369 ms 0/12 (0%) 24.304/20.827/31.449/3.083 ms 11 pps 12/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.151 ms 0/11 (0%) 24.501/19.531/28.850/3.236 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   2.925 ms 0/12 (0%) 24.239/19.946/29.127/2.687 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.061 ms 0/11 (0%) 23.514/19.285/28.988/2.672 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.519 ms 0/12 (0%) 23.777/17.207/28.081/2.960 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.421 ms 0/11 (0%) 22.941/19.730/26.772/2.538 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   2.828 ms 0/12 (0%) 23.785/20.372/27.203/2.189 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   2.960 ms 0/11 (0%) 24.260/17.936/29.543/3.956 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   2.823 ms 0/11 (0%) 25.459/18.436/30.210/3.651 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   2.671 ms 0/12 (0%) 21.541/15.267/25.128/3.014 ms 12 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   2.867 ms 0/11 (0%) 22.402/17.928/27.663/3.114 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.826 ms 0/12 (0%) 23.263/15.964/29.921/4.262 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.704 ms 0/11 (0%) 24.161/19.228/28.749/2.839 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  15400 Bytes  123200 bits/sec   3.203 ms 0/11 (0%) 21.864/18.486/25.556/2.021 ms 11 pps 11/0(0) pkts 1
[ *1] 17.00-18.00 sec  16800 Bytes  134400 bits/sec   3.989 ms 0/12 (0%) 23.770/20.082/28.964/2.956 ms 11 pps 12/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.576 ms 0/11 (0%) 22.319/15.945/25.332/2.610 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   3.419 ms 0/12 (0%) 22.790/19.523/26.797/2.848 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.160 ms 0/11 (0%) 22.890/16.621/27.880/3.328 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.634 ms 0/12 (0%) 23.332/16.843/29.612/3.342 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   4.210 ms 0/11 (0%) 22.854/18.307/29.655/4.022 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   4.112 ms 0/12 (0%) 23.623/18.819/27.391/2.901 ms 11 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   3.481 ms 0/11 (0%) 24.713/21.562/28.875/2.708 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   3.845 ms 0/11 (0%) 23.399/18.137/27.637/2.883 ms 12 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   3.225 ms 0/12 (0%) 22.108/19.068/25.737/2.000 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   3.432 ms 0/11 (0%) 23.227/19.810/30.014/2.782 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.586 ms 0/12 (0%) 24.727/19.970/30.499/3.558 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   3.601 ms 0/11 (0%) 21.289/15.410/26.242/3.583 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  15400 Bytes  123200 bits/sec   2.619 ms 0/11 (0%) 22.870/20.749/25.632/1.903 ms 11 pps 11/0(0) pkts 1
[ *1] 31.00-32.00 sec  16800 Bytes  134400 bits/sec   2.065 ms 0/12 (0%) 23.569/20.875/26.286/1.716 ms 11 pps 12/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   2.011 ms 0/11 (0%) 23.881/19.894/28.970/2.794 ms 11 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   2.706 ms 0/12 (0%) 23.370/20.879/27.903/2.163 ms 11 pps 12/0(0) pkts 1
[ *1] 34.00-35.00 sec  15400 Bytes  123200 bits/sec   2.736 ms 0/11 (0%) 24.339/21.661/29.372/2.992 ms 11 pps 11/0(0) pkts 1
[ *1] 35.00-36.00 sec  16800 Bytes  134400 bits/sec   2.871 ms 0/12 (0%) 23.220/17.486/27.671/3.226 ms 11 pps 12/0(0) pkts 1
[ *1] 36.00-37.00 sec  15400 Bytes  123200 bits/sec   2.723 ms 0/11 (0%) 24.689/20.795/28.900/2.473 ms 11 pps 11/0(0) pkts 1
[ *1] 37.00-38.00 sec  16800 Bytes  134400 bits/sec   3.578 ms 0/12 (0%) 21.952/16.401/26.571/3.287 ms 11 pps 12/0(0) pkts 1
[ *1] 38.00-39.00 sec  15400 Bytes  123200 bits/sec   2.832 ms 0/11 (0%) 24.948/22.041/27.345/1.934 ms 11 pps 11/0(0) pkts 1
[ *1] 39.00-40.00 sec  15400 Bytes  123200 bits/sec   3.287 ms 0/11 (0%) 23.942/18.863/30.646/3.407 ms 11 pps 11/0(0) pkts 1
[ *1] 40.00-41.00 sec  16800 Bytes  134400 bits/sec   3.891 ms 0/12 (0%) 24.028/18.141/30.138/3.279 ms 11 pps 12/0(0) pkts 1
[ *1] 41.00-42.00 sec  15400 Bytes  123200 bits/sec   3.712 ms 0/11 (0%) 23.039/18.125/27.522/2.931 ms 11 pps 11/0(0) pkts 1
[ *1] 42.00-43.00 sec  16800 Bytes  134400 bits/sec   3.419 ms 0/12 (0%) 22.609/17.315/25.783/2.461 ms 11 pps 12/0(0) pkts 1
[ *1] 43.00-44.00 sec  15400 Bytes  123200 bits/sec   2.770 ms 0/11 (0%) 24.605/21.800/29.013/2.289 ms 11 pps 11/0(0) pkts 1
[ *1] 44.00-45.00 sec  15400 Bytes  123200 bits/sec   2.914 ms 0/11 (0%) 22.912/19.198/28.172/2.870 ms 11 pps 11/0(0) pkts 1
[ *1] 45.00-46.00 sec  16800 Bytes  134400 bits/sec   2.695 ms 0/12 (0%) 21.724/18.710/24.914/2.378 ms 12 pps 12/0(0) pkts 1
[ *1] 46.00-47.00 sec  15400 Bytes  123200 bits/sec   3.290 ms 0/11 (0%) 22.932/18.439/31.053/3.300 ms 11 pps 11/0(0) pkts 1
[ *1] 47.00-48.00 sec  16800 Bytes  134400 bits/sec   2.778 ms 0/12 (0%) 23.459/20.095/27.082/2.725 ms 11 pps 12/0(0) pkts 1
[ *1] 48.00-49.00 sec  15400 Bytes  123200 bits/sec   3.375 ms 0/11 (0%) 23.731/17.018/28.805/3.580 ms 11 pps 11/0(0) pkts 1
[ *1] 49.00-50.00 sec  16800 Bytes  134400 bits/sec   3.773 ms 0/12 (0%) 24.617/19.939/31.154/3.621 ms 11 pps 12/0(0) pkts 1
[ *1] 50.00-51.00 sec  15400 Bytes  123200 bits/sec   3.690 ms 0/11 (0%) 24.006/20.856/30.555/2.976 ms 11 pps 11/0(0) pkts 1
[ *1] 51.00-52.00 sec  16800 Bytes  134400 bits/sec   3.467 ms 0/12 (0%) 22.925/17.539/25.712/2.584 ms 11 pps 12/0(0) pkts 1
[ *1] 52.00-53.00 sec  15400 Bytes  123200 bits/sec   3.461 ms 0/11 (0%) 23.273/17.165/30.700/3.444 ms 11 pps 11/0(0) pkts 1
[ *1] 53.00-54.00 sec  15400 Bytes  123200 bits/sec   3.450 ms 0/11 (0%) 23.099/17.874/26.932/2.784 ms 11 pps 11/0(0) pkts 1
[ *1] 54.00-55.00 sec  16800 Bytes  134400 bits/sec   3.927 ms 0/12 (0%) 23.781/18.854/29.359/3.352 ms 11 pps 12/0(0) pkts 1
[ *1] 55.00-56.00 sec  15400 Bytes  123200 bits/sec   4.469 ms 0/11 (0%) 25.049/20.243/30.897/3.693 ms 11 pps 11/0(0) pkts 1
