------------------------------------------------------------
Client connecting to 10.0.100.13, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.5%uesimtun0 port 35667 connected with 10.0.100.13 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 20:02:33 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.709 ms 0/13 (0%) 23.456/19.384/30.271/9.205 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.088 ms 0/11 (0%) 21.415/16.690/25.977/2.740 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   2.706 ms 0/12 (0%) 22.550/19.290/27.933/2.717 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   2.422 ms 0/11 (0%) 22.351/20.131/28.132/2.265 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.210 ms 0/11 (0%) 22.006/15.263/29.465/3.408 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.261 ms 0/12 (0%) 23.139/18.288/26.848/2.570 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.048 ms 0/11 (0%) 23.589/19.632/26.540/2.592 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.137 ms 0/12 (0%) 24.512/20.209/30.182/3.015 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   2.773 ms 0/11 (0%) 23.118/19.433/27.097/2.785 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   2.320 ms 0/12 (0%) 22.620/17.463/25.657/2.131 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   2.751 ms 0/11 (0%) 22.531/18.018/28.758/2.899 ms 11 pps 11/0(0) pkts 1
