------------------------------------------------------------
Client connecting to 10.0.100.3, UDP port 5060 with pid 109 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.8%uesimtun0 port 60172 connected with 10.0.100.3 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 20:02:32 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   2.376 ms 0/13 (0%) 24.414/16.607/29.738/8.345 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.653 ms 0/11 (0%) 22.887/19.112/27.824/3.074 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   3.424 ms 0/12 (0%) 23.770/19.107/29.262/3.475 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.973 ms 0/11 (0%) 23.457/15.260/28.091/3.885 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.108 ms 0/11 (0%) 23.491/20.456/26.676/2.174 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   4.432 ms 0/12 (0%) 22.213/16.192/26.916/3.698 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.749 ms 0/11 (0%) 23.409/18.730/27.693/2.726 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   4.221 ms 0/12 (0%) 23.686/14.690/29.742/4.030 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   2.879 ms 0/11 (0%) 22.248/20.299/26.464/1.770 ms 12 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   2.659 ms 0/12 (0%) 23.037/20.023/27.070/2.356 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   2.881 ms 0/11 (0%) 23.825/20.630/28.021/2.802 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   2.907 ms 0/11 (0%) 22.268/18.289/26.903/3.072 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   2.895 ms 0/12 (0%) 24.353/18.561/27.875/2.427 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   3.664 ms 0/11 (0%) 23.484/19.392/27.881/3.045 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   2.685 ms 0/12 (0%) 23.026/20.298/26.757/2.180 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.646 ms 0/11 (0%) 23.336/17.652/27.718/3.702 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   3.531 ms 0/12 (0%) 24.320/20.220/29.191/2.618 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   3.785 ms 0/11 (0%) 23.635/18.979/28.374/3.030 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   4.008 ms 0/11 (0%) 22.915/17.840/27.732/3.260 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   3.229 ms 0/12 (0%) 22.547/19.198/25.494/2.165 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.428 ms 0/11 (0%) 23.487/17.926/31.703/3.859 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.164 ms 0/12 (0%) 24.797/18.496/28.725/2.563 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.426 ms 0/11 (0%) 23.038/18.134/29.683/3.216 ms 12 pps 11/0(0) pkts 1
