------------------------------------------------------------
Client connecting to 10.0.100.11, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.2%uesimtun0 port 33509 connected with 10.0.100.11 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 20:02:33 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.481 ms 0/13 (0%) 22.461/17.878/27.042/7.215 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.984 ms 0/11 (0%) 22.982/16.592/28.000/3.387 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   3.606 ms 0/12 (0%) 23.979/19.622/28.486/3.118 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.649 ms 0/11 (0%) 23.284/19.176/27.278/3.004 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.786 ms 0/11 (0%) 22.720/18.950/29.364/3.206 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.172 ms 0/12 (0%) 22.468/18.129/27.731/2.832 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.339 ms 0/11 (0%) 23.432/18.154/26.593/2.475 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   2.750 ms 0/12 (0%) 24.442/21.564/28.309/2.408 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   2.821 ms 0/11 (0%) 22.196/18.852/27.404/2.268 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  15400 Bytes  123200 bits/sec   2.964 ms 0/11 (0%) 22.985/20.323/26.930/1.975 ms 11 pps 11/0(0) pkts 1
[ *1] 10.00-11.00 sec  16800 Bytes  134400 bits/sec   3.548 ms 0/12 (0%) 24.270/18.918/29.085/3.086 ms 11 pps 12/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.161 ms 0/11 (0%) 24.247/20.096/28.200/2.744 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.271 ms 0/12 (0%) 23.115/20.238/30.523/2.731 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   3.516 ms 0/11 (0%) 24.686/21.437/30.343/2.699 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.699 ms 0/12 (0%) 23.650/19.262/27.938/2.869 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   2.914 ms 0/11 (0%) 25.163/21.543/29.168/2.371 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  15400 Bytes  123200 bits/sec   2.929 ms 0/11 (0%) 22.541/17.651/26.029/2.534 ms 11 pps 11/0(0) pkts 1
[ *1] 17.00-18.00 sec  16800 Bytes  134400 bits/sec   3.077 ms 0/12 (0%) 23.068/18.400/31.076/3.784 ms 11 pps 12/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.381 ms 0/11 (0%) 23.398/19.348/28.235/3.067 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   2.894 ms 0/12 (0%) 24.691/21.507/27.263/2.033 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   2.372 ms 0/11 (0%) 23.866/18.964/26.675/2.009 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   2.874 ms 0/12 (0%) 22.405/16.065/27.459/3.004 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.707 ms 0/11 (0%) 22.572/14.837/29.969/3.965 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   3.377 ms 0/12 (0%) 23.108/19.356/25.935/2.313 ms 11 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   2.915 ms 0/11 (0%) 24.415/20.867/29.539/2.660 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   2.905 ms 0/11 (0%) 22.081/14.607/27.074/3.549 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   3.763 ms 0/12 (0%) 23.280/17.613/29.385/3.972 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   4.064 ms 0/11 (0%) 24.694/19.788/29.511/3.258 ms 12 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.810 ms 0/12 (0%) 23.473/17.000/27.179/3.123 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   3.810 ms 0/11 (0%) 25.210/17.521/31.484/3.456 ms 11 pps 11/0(0) pkts 1
