------------------------------------------------------------
Client connecting to 10.0.100.7, UDP port 5060 with pid 58 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.5%uesimtun0 port 47615 connected with 10.0.100.7 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 20:22:58 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   2.000 ms 0/13 (0%) 25.022/19.169/33.949/6.816 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.630 ms 0/11 (0%) 24.670/19.785/29.573/2.728 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   3.152 ms 0/12 (0%) 24.029/19.815/27.659/2.511 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   2.882 ms 0/11 (0%) 23.733/20.010/28.549/3.064 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   2.600 ms 0/11 (0%) 24.546/19.041/27.381/2.331 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   2.716 ms 0/12 (0%) 22.793/18.776/28.278/2.799 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.858 ms 0/11 (0%) 23.854/15.496/30.674/4.467 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   5.024 ms 0/12 (0%) 22.156/15.050/27.697/3.884 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   5.677 ms 0/11 (0%) 21.809/11.432/27.177/4.732 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  15400 Bytes  123200 bits/sec   4.387 ms 0/11 (0%) 23.945/18.587/27.410/3.109 ms 11 pps 11/0(0) pkts 1
[ *1] 10.00-11.00 sec  16800 Bytes  134400 bits/sec   2.848 ms 0/12 (0%) 24.114/22.263/28.005/1.781 ms 11 pps 12/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.909 ms 0/11 (0%) 23.891/15.044/28.240/3.970 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.874 ms 0/12 (0%) 22.619/17.689/29.677/3.148 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   3.884 ms 0/11 (0%) 23.275/17.942/30.172/3.596 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   4.666 ms 0/12 (0%) 22.924/12.947/27.573/4.361 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.754 ms 0/11 (0%) 23.225/18.410/26.162/2.292 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   3.645 ms 0/12 (0%) 23.513/20.494/29.391/2.610 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   3.097 ms 0/11 (0%) 22.722/19.003/26.690/2.776 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.245 ms 0/11 (0%) 23.884/18.404/29.859/3.097 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   3.007 ms 0/12 (0%) 22.427/17.293/25.942/2.320 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.197 ms 0/11 (0%) 23.138/18.622/27.690/2.722 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.022 ms 0/12 (0%) 22.695/17.327/26.709/3.141 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   2.591 ms 0/11 (0%) 23.686/18.481/26.289/2.265 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   4.452 ms 0/12 (0%) 23.500/15.324/29.999/4.533 ms 11 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   3.694 ms 0/11 (0%) 23.296/18.883/27.817/3.077 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   2.899 ms 0/11 (0%) 23.225/19.576/26.511/2.134 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   2.981 ms 0/12 (0%) 23.146/16.729/26.319/2.646 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   3.056 ms 0/11 (0%) 23.661/17.816/27.459/2.666 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.160 ms 0/12 (0%) 21.480/16.768/25.076/2.880 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   4.313 ms 0/11 (0%) 24.180/16.266/28.942/3.786 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  16800 Bytes  134400 bits/sec   2.930 ms 0/12 (0%) 21.925/19.964/24.256/1.657 ms 11 pps 12/0(0) pkts 1
[ *1] 31.00-32.00 sec  15400 Bytes  123200 bits/sec   3.342 ms 0/11 (0%) 23.801/20.335/28.453/2.507 ms 11 pps 11/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   4.119 ms 0/11 (0%) 23.067/18.504/30.927/4.134 ms 11 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   3.166 ms 0/12 (0%) 23.457/20.015/29.039/2.259 ms 11 pps 12/0(0) pkts 1
[ *1] 34.00-35.00 sec  15400 Bytes  123200 bits/sec   4.039 ms 0/11 (0%) 21.265/12.951/24.546/3.776 ms 11 pps 11/0(0) pkts 1
[ *1] 35.00-36.00 sec  16800 Bytes  134400 bits/sec   3.713 ms 0/12 (0%) 23.378/18.939/27.599/2.693 ms 11 pps 12/0(0) pkts 1
[ *1] 36.00-37.00 sec  15400 Bytes  123200 bits/sec   3.709 ms 0/11 (0%) 21.397/15.372/27.543/3.622 ms 11 pps 11/0(0) pkts 1
[ *1] 37.00-38.00 sec  16800 Bytes  134400 bits/sec   3.530 ms 0/12 (0%) 23.375/17.808/26.997/2.700 ms 11 pps 12/0(0) pkts 1
[ *1] 38.00-39.00 sec  15400 Bytes  123200 bits/sec   3.089 ms 0/11 (0%) 24.191/20.988/27.609/2.416 ms 11 pps 11/0(0) pkts 1
[ *1] 39.00-40.00 sec  15400 Bytes  123200 bits/sec   3.006 ms 0/11 (0%) 23.381/17.524/26.359/2.583 ms 11 pps 11/0(0) pkts 1
[ *1] 40.00-41.00 sec  16800 Bytes  134400 bits/sec   3.132 ms 0/12 (0%) 22.022/18.106/27.041/3.338 ms 11 pps 12/0(0) pkts 1
[ *1] 41.00-42.00 sec  15400 Bytes  123200 bits/sec   3.509 ms 0/11 (0%) 24.182/19.236/29.710/3.724 ms 12 pps 11/0(0) pkts 1
[ *1] 42.00-43.00 sec  16800 Bytes  134400 bits/sec   2.860 ms 0/12 (0%) 24.211/20.571/29.828/2.758 ms 11 pps 12/0(0) pkts 1
[ *1] 43.00-44.00 sec  15400 Bytes  123200 bits/sec   3.743 ms 0/11 (0%) 24.728/19.929/29.805/3.421 ms 11 pps 11/0(0) pkts 1
[ *1] 44.00-45.00 sec  15400 Bytes  123200 bits/sec   3.291 ms 0/11 (0%) 23.554/18.881/26.856/2.441 ms 11 pps 11/0(0) pkts 1
[ *1] 45.00-46.00 sec  16800 Bytes  134400 bits/sec   2.584 ms 0/12 (0%) 24.545/20.451/27.354/1.913 ms 11 pps 12/0(0) pkts 1
[ *1] 46.00-47.00 sec  15400 Bytes  123200 bits/sec   2.938 ms 0/11 (0%) 23.758/18.775/27.155/2.422 ms 11 pps 11/0(0) pkts 1
[ *1] 47.00-48.00 sec  16800 Bytes  134400 bits/sec   3.445 ms 0/12 (0%) 23.955/18.076/29.558/3.498 ms 11 pps 12/0(0) pkts 1
[ *1] 48.00-49.00 sec  15400 Bytes  123200 bits/sec   3.376 ms 0/11 (0%) 24.613/20.985/29.030/2.682 ms 11 pps 11/0(0) pkts 1
[ *1] 49.00-50.00 sec  16800 Bytes  134400 bits/sec   3.715 ms 0/12 (0%) 23.249/16.241/27.493/3.332 ms 11 pps 12/0(0) pkts 1
[ *1] 50.00-51.00 sec  15400 Bytes  123200 bits/sec   3.800 ms 0/11 (0%) 23.549/19.408/27.712/2.763 ms 11 pps 11/0(0) pkts 1
