------------------------------------------------------------
Client connecting to 10.0.100.7, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.5%uesimtun0 port 45587 connected with 10.0.100.7 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 20:37:43 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.644 ms 0/13 (0%) 25.564/20.498/31.086/9.456 ms 13 pps 13/0(0) pkts 1
[ *1] 0.00-1.00 sec  1 datagrams received out-of-order
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.479 ms 0/11 (0%) 23.306/18.391/26.371/2.469 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   2.904 ms 0/12 (0%) 23.445/19.634/26.985/2.421 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   2.981 ms 0/11 (0%) 25.066/15.584/27.605/3.313 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   2.655 ms 0/11 (0%) 20.760/16.918/25.075/2.452 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   2.972 ms 0/12 (0%) 22.189/15.047/27.354/2.933 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.149 ms 0/11 (0%) 24.400/17.436/30.597/3.736 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.336 ms 0/12 (0%) 22.690/16.491/25.605/2.728 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.770 ms 0/11 (0%) 23.338/18.303/26.945/2.730 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   4.271 ms 0/12 (0%) 24.004/16.391/28.981/3.658 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   3.784 ms 0/11 (0%) 23.860/18.910/26.662/2.519 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.153 ms 0/11 (0%) 23.557/19.907/27.958/2.549 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   4.315 ms 0/12 (0%) 24.236/18.050/30.986/3.635 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   3.438 ms 0/11 (0%) 24.537/21.017/27.483/2.324 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.555 ms 0/12 (0%) 22.669/19.429/28.471/2.616 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.305 ms 0/11 (0%) 24.348/19.378/27.647/2.770 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   3.773 ms 0/12 (0%) 23.192/15.118/27.814/3.352 ms 12 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   4.193 ms 0/11 (0%) 23.530/16.883/27.738/3.514 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.772 ms 0/11 (0%) 22.404/19.625/29.030/2.799 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   3.535 ms 0/12 (0%) 24.908/19.432/27.775/2.333 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.919 ms 0/11 (0%) 24.319/19.321/28.741/3.014 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.218 ms 0/12 (0%) 23.437/19.277/27.151/2.086 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.413 ms 0/11 (0%) 23.842/17.853/29.289/3.476 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  15400 Bytes  123200 bits/sec   3.163 ms 0/11 (0%) 24.032/20.309/28.544/2.893 ms 11 pps 11/0(0) pkts 1
[ *1] 24.00-25.00 sec  16800 Bytes  134400 bits/sec   2.822 ms 0/12 (0%) 23.941/18.722/27.179/2.338 ms 11 pps 12/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   3.076 ms 0/11 (0%) 23.245/18.292/29.013/2.833 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   3.982 ms 0/12 (0%) 22.599/17.977/29.676/3.660 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   3.795 ms 0/11 (0%) 22.138/19.105/27.581/2.887 ms 12 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.170 ms 0/12 (0%) 22.573/18.324/28.712/3.332 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   2.992 ms 0/11 (0%) 25.586/21.501/30.977/2.305 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  15400 Bytes  123200 bits/sec   4.444 ms 0/11 (0%) 23.150/15.629/28.280/4.535 ms 11 pps 11/0(0) pkts 1
[ *1] 31.00-32.00 sec  16800 Bytes  134400 bits/sec   4.398 ms 0/12 (0%) 23.637/19.140/31.362/3.652 ms 11 pps 12/0(0) pkts 1
