------------------------------------------------------------
Client connecting to 10.0.100.11, UDP port 5060 with pid 58 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.3%uesimtun0 port 46073 connected with 10.0.100.11 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 20:37:43 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   2.245 ms 0/13 (0%) 23.688/18.880/28.397/7.307 ms 13 pps 13/0(0) pkts 1
[ *1] 0.00-1.00 sec  1 datagrams received out-of-order
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.312 ms 0/11 (0%) 23.754/19.565/25.988/1.847 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   3.232 ms 0/12 (0%) 23.502/16.887/28.135/3.503 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.793 ms 0/11 (0%) 23.203/18.705/29.388/3.282 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.442 ms 0/11 (0%) 22.727/18.717/25.672/2.353 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   4.528 ms 0/12 (0%) 23.653/17.642/32.343/4.337 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   4.403 ms 0/11 (0%) 22.996/18.699/28.633/3.407 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.563 ms 0/12 (0%) 23.189/19.711/26.446/2.184 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.219 ms 0/11 (0%) 24.421/21.032/29.939/2.567 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   2.638 ms 0/12 (0%) 22.234/19.033/26.737/2.004 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   3.542 ms 0/11 (0%) 23.868/17.080/28.555/2.932 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.533 ms 0/11 (0%) 24.136/21.644/27.500/2.106 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.343 ms 0/12 (0%) 23.757/18.224/26.831/2.661 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   4.007 ms 0/11 (0%) 24.805/18.609/29.788/3.406 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   4.217 ms 0/12 (0%) 22.595/17.300/30.902/3.978 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.932 ms 0/11 (0%) 23.208/17.213/28.916/4.092 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  15400 Bytes  123200 bits/sec   2.911 ms 0/11 (0%) 24.188/18.575/27.441/2.397 ms 11 pps 11/0(0) pkts 1
[ *1] 17.00-18.00 sec  16800 Bytes  134400 bits/sec   2.932 ms 0/12 (0%) 21.245/17.012/26.097/2.623 ms 11 pps 12/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.107 ms 0/11 (0%) 23.218/19.888/28.259/2.790 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   3.050 ms 0/12 (0%) 22.801/18.738/27.059/2.637 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.685 ms 0/11 (0%) 22.507/19.104/28.634/2.869 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.558 ms 0/12 (0%) 23.541/19.397/27.759/2.713 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.211 ms 0/11 (0%) 24.049/19.554/30.314/2.975 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   3.938 ms 0/12 (0%) 24.413/18.931/33.958/4.208 ms 12 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   3.567 ms 0/11 (0%) 23.657/19.863/26.027/2.277 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   3.026 ms 0/11 (0%) 21.465/18.248/24.699/2.330 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   3.845 ms 0/12 (0%) 22.355/17.890/27.774/3.111 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   3.938 ms 0/11 (0%) 22.511/18.395/28.727/3.023 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.769 ms 0/12 (0%) 22.845/17.831/29.378/3.160 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   3.332 ms 0/11 (0%) 24.035/19.923/27.403/2.343 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  16800 Bytes  134400 bits/sec   2.808 ms 0/12 (0%) 21.364/18.108/24.189/2.269 ms 11 pps 12/0(0) pkts 1
[ *1] 31.00-32.00 sec  15400 Bytes  123200 bits/sec   3.341 ms 0/11 (0%) 24.126/19.789/27.718/2.918 ms 11 pps 11/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   3.955 ms 0/11 (0%) 25.325/15.544/31.171/4.473 ms 11 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   4.294 ms 0/12 (0%) 21.950/16.450/26.951/3.219 ms 11 pps 12/0(0) pkts 1
