------------------------------------------------------------
Client connecting to 10.0.100.15, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.6%uesimtun0 port 58123 connected with 10.0.100.15 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:22:27 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.422 ms 0/13 (0%) 23.317/18.922/27.364/6.572 ms 13 pps 13/0(0) pkts 1
[ *1] 0.00-1.00 sec  1 datagrams received out-of-order
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   1.717 ms 0/11 (0%) 22.925/20.197/26.731/1.889 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   2.464 ms 0/12 (0%) 23.501/19.590/28.196/2.726 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.262 ms 0/11 (0%) 23.465/18.448/26.901/2.596 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.411 ms 0/11 (0%) 24.463/19.306/30.862/3.429 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.197 ms 0/12 (0%) 23.662/18.438/26.988/2.743 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   2.790 ms 0/11 (0%) 24.540/22.398/27.990/1.835 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.093 ms 0/12 (0%) 22.541/18.154/30.805/3.564 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.415 ms 0/11 (0%) 23.291/18.634/28.203/3.014 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   4.016 ms 0/12 (0%) 23.343/15.439/30.156/3.712 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   3.698 ms 0/11 (0%) 23.221/18.107/28.506/3.319 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.302 ms 0/11 (0%) 24.323/20.895/30.229/3.016 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.716 ms 0/12 (0%) 23.941/17.976/32.079/3.912 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   2.610 ms 0/11 (0%) 24.883/22.445/27.895/1.989 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   2.450 ms 0/12 (0%) 24.149/21.171/28.125/1.981 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.426 ms 0/11 (0%) 23.476/17.262/27.986/3.527 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   4.380 ms 0/12 (0%) 23.677/16.448/29.796/4.162 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   3.938 ms 0/11 (0%) 21.722/16.540/27.098/3.452 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.387 ms 0/11 (0%) 24.324/19.082/27.514/2.646 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   3.219 ms 0/12 (0%) 23.861/19.800/28.045/2.797 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   2.999 ms 0/11 (0%) 22.354/17.852/25.628/2.989 ms 12 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.467 ms 0/12 (0%) 23.919/17.546/29.179/2.977 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   2.979 ms 0/11 (0%) 22.858/19.694/28.104/2.559 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   2.847 ms 0/12 (0%) 21.876/17.920/26.096/2.631 ms 12 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   3.067 ms 0/11 (0%) 23.096/17.823/27.743/3.238 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   3.723 ms 0/11 (0%) 23.100/19.681/26.337/2.479 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   3.923 ms 0/12 (0%) 23.967/15.603/28.841/3.541 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   2.975 ms 0/11 (0%) 22.858/19.766/27.358/2.119 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.680 ms 0/12 (0%) 23.036/17.300/28.177/3.688 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   3.779 ms 0/11 (0%) 23.779/17.894/29.388/3.225 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  16800 Bytes  134400 bits/sec   3.723 ms 0/12 (0%) 23.317/18.729/27.077/2.416 ms 12 pps 12/0(0) pkts 1
[ *1] 31.00-32.00 sec  15400 Bytes  123200 bits/sec   3.198 ms 0/11 (0%) 23.897/19.468/29.779/2.534 ms 11 pps 11/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   3.174 ms 0/11 (0%) 23.177/17.741/26.697/2.509 ms 11 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   3.830 ms 0/12 (0%) 23.308/18.175/28.287/3.484 ms 11 pps 12/0(0) pkts 1
[ *1] 34.00-35.00 sec  15400 Bytes  123200 bits/sec   3.480 ms 0/11 (0%) 24.170/20.668/29.578/2.458 ms 11 pps 11/0(0) pkts 1
[ *1] 35.00-36.00 sec  16800 Bytes  134400 bits/sec   3.336 ms 0/12 (0%) 23.465/20.441/27.047/2.225 ms 11 pps 12/0(0) pkts 1
[ *1] 36.00-37.00 sec  15400 Bytes  123200 bits/sec   3.801 ms 0/11 (0%) 24.058/17.980/28.621/3.353 ms 11 pps 11/0(0) pkts 1
[ *1] 37.00-38.00 sec  16800 Bytes  134400 bits/sec   3.604 ms 0/12 (0%) 22.030/18.308/26.153/2.689 ms 11 pps 12/0(0) pkts 1
[ *1] 38.00-39.00 sec  15400 Bytes  123200 bits/sec   2.673 ms 0/11 (0%) 24.306/20.818/26.577/1.764 ms 11 pps 11/0(0) pkts 1
[ *1] 39.00-40.00 sec  15400 Bytes  123200 bits/sec   3.451 ms 0/11 (0%) 23.433/18.575/27.718/3.144 ms 11 pps 11/0(0) pkts 1
[ *1] 40.00-41.00 sec  16800 Bytes  134400 bits/sec   4.244 ms 0/12 (0%) 24.307/20.232/29.837/3.302 ms 12 pps 12/0(0) pkts 1
[ *1] 41.00-42.00 sec  15400 Bytes  123200 bits/sec   4.461 ms 0/11 (0%) 24.340/19.940/29.044/3.081 ms 11 pps 11/0(0) pkts 1
[ *1] 42.00-43.00 sec  16800 Bytes  134400 bits/sec   3.938 ms 0/12 (0%) 22.778/18.720/27.868/2.574 ms 11 pps 12/0(0) pkts 1
[ *1] 43.00-44.00 sec  15400 Bytes  123200 bits/sec   3.021 ms 0/11 (0%) 23.149/19.059/26.056/2.118 ms 11 pps 11/0(0) pkts 1
[ *1] 44.00-45.00 sec  16800 Bytes  134400 bits/sec   3.601 ms 0/12 (0%) 23.141/18.018/26.591/2.692 ms 11 pps 12/0(0) pkts 1
[ *1] 45.00-46.00 sec  15400 Bytes  123200 bits/sec   2.873 ms 0/11 (0%) 22.409/19.980/25.292/1.781 ms 11 pps 11/0(0) pkts 1
[ *1] 46.00-47.00 sec  15400 Bytes  123200 bits/sec   3.158 ms 0/11 (0%) 23.902/19.663/28.245/3.060 ms 11 pps 11/0(0) pkts 1
[ *1] 47.00-48.00 sec  16800 Bytes  134400 bits/sec   2.603 ms 0/12 (0%) 24.641/21.518/28.880/2.373 ms 11 pps 12/0(0) pkts 1
[ *1] 48.00-49.00 sec  15400 Bytes  123200 bits/sec   3.108 ms 0/11 (0%) 23.100/19.578/28.220/2.598 ms 11 pps 11/0(0) pkts 1
[ *1] 49.00-50.00 sec  16800 Bytes  134400 bits/sec   3.360 ms 0/12 (0%) 24.142/20.572/29.763/2.635 ms 11 pps 12/0(0) pkts 1
[ *1] 50.00-51.00 sec  15400 Bytes  123200 bits/sec   3.521 ms 0/11 (0%) 22.371/18.542/26.956/3.109 ms 12 pps 11/0(0) pkts 1
