------------------------------------------------------------
Client connecting to 10.0.100.19, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.1%uesimtun0 port 39081 connected with 10.0.100.19 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:22:27 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   2.117 ms 0/13 (0%) 23.302/17.635/27.668/7.957 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.934 ms 0/11 (0%) 23.048/18.647/28.368/3.222 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   2.620 ms 0/12 (0%) 24.140/19.528/27.121/2.032 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   2.797 ms 0/11 (0%) 23.312/20.390/26.273/2.129 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.009 ms 0/11 (0%) 22.919/18.835/29.974/3.318 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.137 ms 0/12 (0%) 22.487/18.018/26.299/2.394 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.256 ms 0/11 (0%) 23.690/18.765/29.532/3.175 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.028 ms 0/12 (0%) 23.036/18.905/27.036/2.237 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.265 ms 0/11 (0%) 23.154/15.519/26.450/3.384 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  15400 Bytes  123200 bits/sec   3.126 ms 0/11 (0%) 23.308/18.625/29.655/2.862 ms 11 pps 11/0(0) pkts 1
[ *1] 10.00-11.00 sec  16800 Bytes  134400 bits/sec   3.748 ms 0/12 (0%) 24.926/20.433/31.341/3.677 ms 11 pps 12/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.156 ms 0/11 (0%) 22.922/19.581/28.543/2.261 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   2.583 ms 0/12 (0%) 23.905/20.564/26.179/1.752 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   3.294 ms 0/11 (0%) 23.985/18.653/29.470/3.261 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   2.898 ms 0/12 (0%) 23.107/19.209/28.003/2.401 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   2.561 ms 0/11 (0%) 24.246/19.699/27.314/2.380 ms 12 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   2.055 ms 0/12 (0%) 24.543/21.962/28.258/1.845 ms 11 pps 12/0(0) pkts 1
