------------------------------------------------------------
Client connecting to 10.0.100.7, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.4%uesimtun0 port 33756 connected with 10.0.100.7 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:22:27 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   2.844 ms 0/13 (0%) 24.256/18.201/29.770/9.446 ms 13 pps 13/0(0) pkts 1
[ *1] 0.00-1.00 sec  1 datagrams received out-of-order
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   3.719 ms 0/11 (0%) 21.898/16.751/29.183/3.613 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   3.269 ms 0/12 (0%) 23.739/18.630/29.173/2.607 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.064 ms 0/11 (0%) 23.726/17.976/26.767/3.100 ms 12 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.550 ms 0/11 (0%) 23.010/18.428/27.022/2.682 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.249 ms 0/12 (0%) 23.712/19.419/28.881/2.793 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   2.864 ms 0/11 (0%) 24.011/21.072/27.751/2.289 ms 12 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.536 ms 0/12 (0%) 24.427/20.679/30.762/3.052 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.179 ms 0/11 (0%) 23.521/18.573/27.681/3.281 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   4.290 ms 0/12 (0%) 23.564/17.827/29.595/3.625 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   3.343 ms 0/11 (0%) 22.727/19.599/26.120/2.361 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.551 ms 0/11 (0%) 23.175/19.055/28.861/3.335 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   4.046 ms 0/12 (0%) 25.548/18.511/31.684/3.820 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   3.652 ms 0/11 (0%) 22.647/16.748/25.618/2.908 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   4.190 ms 0/12 (0%) 24.005/19.767/31.023/3.311 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   2.818 ms 0/11 (0%) 24.019/20.109/27.271/2.112 ms 12 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  15400 Bytes  123200 bits/sec   3.479 ms 0/11 (0%) 23.534/16.836/28.750/3.479 ms 11 pps 11/0(0) pkts 1
[ *1] 17.00-18.00 sec  16800 Bytes  134400 bits/sec   3.432 ms 0/12 (0%) 24.515/20.832/29.965/2.529 ms 11 pps 12/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.638 ms 0/11 (0%) 24.008/19.366/28.051/3.004 ms 12 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   3.641 ms 0/12 (0%) 23.299/18.191/28.355/3.075 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   2.854 ms 0/11 (0%) 24.180/20.966/27.184/2.079 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   2.956 ms 0/12 (0%) 22.914/18.992/26.499/2.211 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.593 ms 0/11 (0%) 23.721/16.419/28.930/4.289 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   2.805 ms 0/12 (0%) 23.037/18.066/27.114/2.702 ms 11 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   3.376 ms 0/11 (0%) 23.438/15.723/29.181/3.869 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   2.681 ms 0/11 (0%) 25.494/20.613/28.374/2.345 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   3.243 ms 0/12 (0%) 23.045/18.025/28.753/3.242 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   3.241 ms 0/11 (0%) 21.829/16.216/25.543/2.692 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.139 ms 0/12 (0%) 23.176/19.568/25.987/2.163 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   3.162 ms 0/11 (0%) 22.727/18.554/31.065/3.234 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  15400 Bytes  123200 bits/sec   3.148 ms 0/11 (0%) 23.848/21.243/26.281/1.888 ms 11 pps 11/0(0) pkts 1
[ *1] 31.00-32.00 sec  16800 Bytes  134400 bits/sec   3.773 ms 0/12 (0%) 23.279/17.034/30.396/3.589 ms 11 pps 12/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   4.109 ms 0/11 (0%) 23.726/17.651/29.024/3.295 ms 11 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   3.028 ms 0/12 (0%) 23.698/20.506/27.041/1.917 ms 11 pps 12/0(0) pkts 1
[ *1] 34.00-35.00 sec  15400 Bytes  123200 bits/sec   2.941 ms 0/11 (0%) 22.454/18.243/25.651/2.627 ms 11 pps 11/0(0) pkts 1
[ *1] 35.00-36.00 sec  16800 Bytes  134400 bits/sec   3.432 ms 0/12 (0%) 23.181/19.266/25.626/2.314 ms 11 pps 12/0(0) pkts 1
[ *1] 36.00-37.00 sec  15400 Bytes  123200 bits/sec   3.628 ms 0/11 (0%) 25.311/20.984/29.935/2.914 ms 11 pps 11/0(0) pkts 1
[ *1] 37.00-38.00 sec  16800 Bytes  134400 bits/sec   3.203 ms 0/12 (0%) 24.394/19.772/30.104/3.254 ms 11 pps 12/0(0) pkts 1
[ *1] 38.00-39.00 sec  15400 Bytes  123200 bits/sec   3.149 ms 0/11 (0%) 25.237/19.532/28.683/2.960 ms 11 pps 11/0(0) pkts 1
[ *1] 39.00-40.00 sec  15400 Bytes  123200 bits/sec   3.190 ms 0/11 (0%) 23.446/19.720/29.119/2.737 ms 11 pps 11/0(0) pkts 1
[ *1] 40.00-41.00 sec  16800 Bytes  134400 bits/sec   3.770 ms 0/12 (0%) 22.284/13.888/27.837/3.412 ms 11 pps 12/0(0) pkts 1
[ *1] 41.00-42.00 sec  15400 Bytes  123200 bits/sec   3.994 ms 0/11 (0%) 22.796/17.636/28.314/3.349 ms 11 pps 11/0(0) pkts 1
[ *1] 42.00-43.00 sec  16800 Bytes  134400 bits/sec   3.353 ms 0/12 (0%) 22.477/17.971/27.288/2.856 ms 11 pps 12/0(0) pkts 1
[ *1] 43.00-44.00 sec  15400 Bytes  123200 bits/sec   3.170 ms 0/11 (0%) 23.807/19.595/28.773/2.296 ms 11 pps 11/0(0) pkts 1
[ *1] 44.00-45.00 sec  16800 Bytes  134400 bits/sec   3.713 ms 0/12 (0%) 22.592/14.884/26.694/3.288 ms 11 pps 12/0(0) pkts 1
[ *1] 45.00-46.00 sec  15400 Bytes  123200 bits/sec   2.857 ms 0/11 (0%) 22.995/20.680/26.036/1.795 ms 11 pps 11/0(0) pkts 1
[ *1] 46.00-47.00 sec  15400 Bytes  123200 bits/sec   2.725 ms 0/11 (0%) 23.402/21.004/26.491/1.771 ms 11 pps 11/0(0) pkts 1
[ *1] 47.00-48.00 sec  16800 Bytes  134400 bits/sec   3.403 ms 0/12 (0%) 23.496/17.915/27.026/3.345 ms 11 pps 12/0(0) pkts 1
[ *1] 48.00-49.00 sec  15400 Bytes  123200 bits/sec   3.220 ms 0/11 (0%) 23.356/18.696/31.990/3.574 ms 11 pps 11/0(0) pkts 1
[ *1] 49.00-50.00 sec  16800 Bytes  134400 bits/sec   4.111 ms 0/12 (0%) 23.824/16.320/29.573/4.267 ms 11 pps 12/0(0) pkts 1
[ *1] 50.00-51.00 sec  15400 Bytes  123200 bits/sec   3.499 ms 0/11 (0%) 21.491/17.784/25.579/2.250 ms 11 pps 11/0(0) pkts 1
[ *1] 51.00-52.00 sec  15400 Bytes  123200 bits/sec   3.174 ms 0/11 (0%) 22.292/17.570/26.811/2.778 ms 11 pps 11/0(0) pkts 1
[ *1] 52.00-53.00 sec  16800 Bytes  134400 bits/sec   4.006 ms 0/12 (0%) 23.190/15.416/31.254/4.053 ms 11 pps 12/0(0) pkts 1
[ *1] 53.00-54.00 sec  15400 Bytes  123200 bits/sec   3.247 ms 0/11 (0%) 24.322/21.751/32.412/2.893 ms 11 pps 11/0(0) pkts 1
[ *1] 54.00-55.00 sec  16800 Bytes  134400 bits/sec   3.099 ms 0/12 (0%) 24.460/20.890/29.685/2.523 ms 11 pps 12/0(0) pkts 1
[ *1] 55.00-56.00 sec  15400 Bytes  123200 bits/sec   3.480 ms 0/11 (0%) 25.066/20.872/29.689/3.089 ms 11 pps 11/0(0) pkts 1
[ *1] 56.00-57.00 sec  16800 Bytes  134400 bits/sec   3.095 ms 0/12 (0%) 25.263/21.392/29.450/2.343 ms 11 pps 12/0(0) pkts 1
[ *1] 57.00-58.00 sec  15400 Bytes  123200 bits/sec   2.562 ms 0/11 (0%) 24.150/21.245/26.054/1.665 ms 11 pps 11/0(0) pkts 1
[ *1] 58.00-59.00 sec  16800 Bytes  134400 bits/sec   2.899 ms 0/12 (0%) 22.990/16.182/30.288/3.158 ms 11 pps 12/0(0) pkts 1
[ *1] 59.00-60.00 sec  15400 Bytes  123200 bits/sec   3.996 ms 0/11 (0%) 22.793/16.935/27.966/3.521 ms 11 pps 11/0(0) pkts 1
[ *1] 60.00-61.00 sec  15400 Bytes  123200 bits/sec   3.215 ms 0/11 (0%) 23.110/20.119/26.028/1.889 ms 11 pps 11/0(0) pkts 1
[ *1] 61.00-62.00 sec  16800 Bytes  134400 bits/sec   4.358 ms 0/12 (0%) 24.878/17.733/31.857/4.182 ms 11 pps 12/0(0) pkts 1
[ *1] 62.00-63.00 sec  15400 Bytes  123200 bits/sec   4.236 ms 0/11 (0%) 22.907/18.255/28.087/3.556 ms 11 pps 11/0(0) pkts 1
[ *1] 63.00-64.00 sec  16800 Bytes  134400 bits/sec   3.693 ms 0/12 (0%) 21.697/17.633/26.016/2.533 ms 11 pps 12/0(0) pkts 1
[ *1] 64.00-65.00 sec  15400 Bytes  123200 bits/sec   4.673 ms 0/11 (0%) 22.635/17.105/28.590/4.329 ms 11 pps 11/0(0) pkts 1
[ *1] 65.00-66.00 sec  15400 Bytes  123200 bits/sec   4.734 ms 0/11 (0%) 24.017/19.759/28.837/3.125 ms 11 pps 11/0(0) pkts 1
[ *1] 66.00-67.00 sec  16800 Bytes  134400 bits/sec   4.006 ms 0/12 (0%) 22.782/20.243/27.517/2.497 ms 11 pps 12/0(0) pkts 1
[ *1] 67.00-68.00 sec  15400 Bytes  123200 bits/sec   3.292 ms 0/11 (0%) 23.900/20.571/27.094/2.234 ms 11 pps 11/0(0) pkts 1
[ *1] 68.00-69.00 sec  16800 Bytes  134400 bits/sec   3.627 ms 0/12 (0%) 24.669/21.337/31.684/2.976 ms 11 pps 12/0(0) pkts 1
[ *1] 69.00-70.00 sec  15400 Bytes  123200 bits/sec   3.786 ms 0/11 (0%) 23.093/14.564/26.641/3.329 ms 11 pps 11/0(0) pkts 1
[ *1] 70.00-71.00 sec  16800 Bytes  134400 bits/sec   4.174 ms 0/12 (0%) 23.388/17.515/28.544/3.592 ms 11 pps 12/0(0) pkts 1
[ *1] 71.00-72.00 sec  15400 Bytes  123200 bits/sec   3.148 ms 0/11 (0%) 22.620/19.253/27.574/2.634 ms 11 pps 11/0(0) pkts 1
[ *1] 72.00-73.00 sec  16800 Bytes  134400 bits/sec   3.262 ms 0/12 (0%) 23.110/19.000/26.581/2.286 ms 11 pps 12/0(0) pkts 1
[ *1] 73.00-74.00 sec  15400 Bytes  123200 bits/sec   2.506 ms 0/11 (0%) 24.272/21.077/26.598/1.535 ms 11 pps 11/0(0) pkts 1
[ *1] 74.00-75.00 sec  15400 Bytes  123200 bits/sec   3.410 ms 0/11 (0%) 24.496/19.034/28.690/3.177 ms 11 pps 11/0(0) pkts 1
[ *1] 75.00-76.00 sec  16800 Bytes  134400 bits/sec   3.032 ms 0/12 (0%) 25.142/21.425/31.159/2.540 ms 11 pps 12/0(0) pkts 1
[ *1] 76.00-77.00 sec  15400 Bytes  123200 bits/sec   3.496 ms 0/11 (0%) 22.154/17.860/25.844/2.763 ms 11 pps 11/0(0) pkts 1
[ *1] 77.00-78.00 sec  16800 Bytes  134400 bits/sec   3.165 ms 0/12 (0%) 22.764/17.259/26.771/2.509 ms 11 pps 12/0(0) pkts 1
[ *1] 78.00-79.00 sec  15400 Bytes  123200 bits/sec   3.486 ms 0/11 (0%) 22.024/18.586/27.345/2.876 ms 11 pps 11/0(0) pkts 1
[ *1] 79.00-80.00 sec  15400 Bytes  123200 bits/sec   3.453 ms 0/11 (0%) 22.536/16.914/28.196/3.080 ms 12 pps 11/0(0) pkts 1
[ *1] 80.00-81.00 sec  16800 Bytes  134400 bits/sec   3.952 ms 0/12 (0%) 23.805/18.122/27.380/2.950 ms 11 pps 12/0(0) pkts 1
[ *1] 81.00-82.00 sec  15400 Bytes  123200 bits/sec   4.054 ms 0/11 (0%) 23.296/18.952/30.300/3.292 ms 11 pps 11/0(0) pkts 1
[ *1] 82.00-83.00 sec  16800 Bytes  134400 bits/sec   4.052 ms 0/12 (0%) 25.197/19.221/30.349/3.139 ms 11 pps 12/0(0) pkts 1
[ *1] 83.00-84.00 sec  15400 Bytes  123200 bits/sec   3.927 ms 0/11 (0%) 23.933/18.648/28.040/3.458 ms 11 pps 11/0(0) pkts 1
[ *1] 84.00-85.00 sec  16800 Bytes  134400 bits/sec   3.325 ms 0/12 (0%) 23.133/17.415/26.963/2.576 ms 11 pps 12/0(0) pkts 1
[ *1] 85.00-86.00 sec  15400 Bytes  123200 bits/sec   3.516 ms 0/11 (0%) 22.762/16.797/28.971/3.450 ms 11 pps 11/0(0) pkts 1
[ *1] 86.00-87.00 sec  16800 Bytes  134400 bits/sec   3.123 ms 0/12 (0%) 22.787/20.342/26.013/1.872 ms 11 pps 12/0(0) pkts 1
[ *1] 87.00-88.00 sec  15400 Bytes  123200 bits/sec   2.732 ms 0/11 (0%) 23.053/19.548/26.812/2.148 ms 11 pps 11/0(0) pkts 1
