------------------------------------------------------------
Client connecting to 10.0.100.7, UDP port 5060 with pid 57 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.4%uesimtun0 port 35224 connected with 10.0.100.7 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:10:25 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.930 ms 0/13 (0%) 23.617/16.072/27.671/8.484 ms 13 pps 13/0(0) pkts 1
[ *1] 0.00-1.00 sec  1 datagrams received out-of-order
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.931 ms 0/11 (0%) 24.807/19.042/31.142/3.605 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   3.049 ms 0/12 (0%) 24.646/20.316/28.002/2.423 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   2.846 ms 0/11 (0%) 23.770/19.003/27.194/2.443 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   2.255 ms 0/11 (0%) 24.243/20.869/28.460/2.339 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   2.501 ms 0/12 (0%) 22.654/17.692/25.959/2.484 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.044 ms 0/11 (0%) 25.244/19.113/29.544/3.093 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.830 ms 0/12 (0%) 23.247/18.194/29.085/3.784 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.297 ms 0/11 (0%) 23.518/19.283/28.959/2.609 ms 12 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   3.086 ms 0/12 (0%) 23.550/19.457/27.276/2.814 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   2.664 ms 0/11 (0%) 22.782/19.781/25.876/1.977 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   2.541 ms 0/11 (0%) 22.863/17.825/25.242/2.068 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   2.383 ms 0/12 (0%) 23.062/17.267/26.527/2.971 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   2.189 ms 0/11 (0%) 22.559/18.199/26.616/2.208 ms 12 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.297 ms 0/12 (0%) 21.850/15.761/28.830/4.243 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.263 ms 0/11 (0%) 24.348/19.929/30.026/3.130 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   2.650 ms 0/12 (0%) 23.586/20.656/26.866/2.107 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   3.041 ms 0/11 (0%) 25.523/19.700/31.605/3.623 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.398 ms 0/11 (0%) 22.731/18.151/27.297/3.013 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   4.672 ms 0/12 (0%) 25.783/18.634/30.967/3.802 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   4.189 ms 0/11 (0%) 23.104/15.913/26.535/3.315 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.249 ms 0/12 (0%) 23.334/20.823/28.144/2.362 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.114 ms 0/11 (0%) 23.187/19.464/27.455/2.327 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   3.011 ms 0/12 (0%) 24.864/21.540/29.325/2.676 ms 11 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   3.211 ms 0/11 (0%) 24.554/18.318/32.785/4.227 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   3.630 ms 0/11 (0%) 22.680/14.692/29.535/3.933 ms 12 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   3.352 ms 0/12 (0%) 24.529/20.898/30.659/2.837 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   3.656 ms 0/11 (0%) 22.697/19.310/28.576/2.795 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   2.971 ms 0/12 (0%) 23.239/20.560/28.931/2.482 ms 12 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   2.856 ms 0/11 (0%) 24.608/19.947/29.056/2.704 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  16800 Bytes  134400 bits/sec   3.199 ms 0/12 (0%) 24.071/20.045/27.716/2.520 ms 11 pps 12/0(0) pkts 1
[ *1] 31.00-32.00 sec  15400 Bytes  123200 bits/sec   3.902 ms 0/11 (0%) 22.138/16.878/29.314/3.512 ms 11 pps 11/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   3.154 ms 0/11 (0%) 23.274/20.186/25.988/2.133 ms 11 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   2.368 ms 0/12 (0%) 24.706/21.466/26.876/1.682 ms 11 pps 12/0(0) pkts 1
[ *1] 34.00-35.00 sec  15400 Bytes  123200 bits/sec   2.699 ms 0/11 (0%) 24.348/19.953/29.140/2.972 ms 11 pps 11/0(0) pkts 1
[ *1] 35.00-36.00 sec  16800 Bytes  134400 bits/sec   2.954 ms 0/12 (0%) 22.460/14.860/27.852/3.701 ms 11 pps 12/0(0) pkts 1
[ *1] 36.00-37.00 sec  15400 Bytes  123200 bits/sec   2.949 ms 0/11 (0%) 22.994/18.955/26.896/2.292 ms 11 pps 11/0(0) pkts 1
[ *1] 37.00-38.00 sec  16800 Bytes  134400 bits/sec   3.368 ms 0/12 (0%) 21.363/14.136/28.032/4.113 ms 11 pps 12/0(0) pkts 1
[ *1] 38.00-39.00 sec  15400 Bytes  123200 bits/sec   4.046 ms 0/11 (0%) 23.010/19.798/29.460/3.105 ms 11 pps 11/0(0) pkts 1
[ *1] 39.00-40.00 sec  15400 Bytes  123200 bits/sec   4.325 ms 0/11 (0%) 23.609/19.608/28.508/3.301 ms 11 pps 11/0(0) pkts 1
[ *1] 40.00-41.00 sec  16800 Bytes  134400 bits/sec   3.632 ms 0/12 (0%) 21.909/17.686/26.713/3.000 ms 12 pps 12/0(0) pkts 1
[ *1] 41.00-42.00 sec  15400 Bytes  123200 bits/sec   3.580 ms 0/11 (0%) 23.479/15.549/27.963/3.624 ms 11 pps 11/0(0) pkts 1
[ *1] 42.00-43.00 sec  16800 Bytes  134400 bits/sec   3.543 ms 0/12 (0%) 23.355/18.869/30.608/3.370 ms 11 pps 12/0(0) pkts 1
[ *1] 43.00-44.00 sec  15400 Bytes  123200 bits/sec   3.302 ms 0/11 (0%) 23.284/18.832/26.962/2.720 ms 11 pps 11/0(0) pkts 1
[ *1] 44.00-45.00 sec  16800 Bytes  134400 bits/sec   2.420 ms 0/12 (0%) 23.782/20.355/28.218/2.145 ms 11 pps 12/0(0) pkts 1
[ *1] 45.00-46.00 sec  15400 Bytes  123200 bits/sec   2.866 ms 0/11 (0%) 22.285/19.296/26.304/2.284 ms 11 pps 11/0(0) pkts 1
[ *1] 46.00-47.00 sec  15400 Bytes  123200 bits/sec   2.910 ms 0/11 (0%) 25.055/21.532/29.787/2.449 ms 11 pps 11/0(0) pkts 1
[ *1] 47.00-48.00 sec  16800 Bytes  134400 bits/sec   2.267 ms 0/12 (0%) 23.975/19.080/27.224/2.049 ms 11 pps 12/0(0) pkts 1
[ *1] 48.00-49.00 sec  15400 Bytes  123200 bits/sec   2.637 ms 0/11 (0%) 23.138/19.856/27.745/2.503 ms 11 pps 11/0(0) pkts 1
[ *1] 49.00-50.00 sec  16800 Bytes  134400 bits/sec   2.858 ms 0/12 (0%) 23.305/17.079/30.250/3.349 ms 11 pps 12/0(0) pkts 1
[ *1] 50.00-51.00 sec  15400 Bytes  123200 bits/sec   3.105 ms 0/11 (0%) 22.798/18.090/27.340/2.674 ms 11 pps 11/0(0) pkts 1
[ *1] 51.00-52.00 sec  16800 Bytes  134400 bits/sec   3.058 ms 0/12 (0%) 23.068/20.549/28.585/2.899 ms 11 pps 12/0(0) pkts 1
[ *1] 52.00-53.00 sec  15400 Bytes  123200 bits/sec   3.170 ms 0/11 (0%) 22.297/19.052/26.532/2.795 ms 11 pps 11/0(0) pkts 1
[ *1] 53.00-54.00 sec  15400 Bytes  123200 bits/sec   3.541 ms 0/11 (0%) 23.820/18.023/28.124/3.049 ms 11 pps 11/0(0) pkts 1
[ *1] 54.00-55.00 sec  16800 Bytes  134400 bits/sec   3.542 ms 0/12 (0%) 23.300/18.697/27.785/3.249 ms 11 pps 12/0(0) pkts 1
[ *1] 55.00-56.00 sec  15400 Bytes  123200 bits/sec   3.603 ms 0/11 (0%) 25.257/21.700/29.084/2.807 ms 11 pps 11/0(0) pkts 1
[ *1] 56.00-57.00 sec  16800 Bytes  134400 bits/sec   2.962 ms 0/12 (0%) 23.818/18.466/28.089/2.861 ms 11 pps 12/0(0) pkts 1
