------------------------------------------------------------
Client connecting to 10.0.100.17, UDP port 5060 with pid 58 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.3%uesimtun0 port 46508 connected with 10.0.100.17 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:10:26 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   1.673 ms 0/13 (0%) 25.426/21.374/30.170/7.749 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.314 ms 0/11 (0%) 24.499/19.835/28.751/2.949 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   2.724 ms 0/12 (0%) 23.241/20.673/29.412/2.760 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.084 ms 0/11 (0%) 23.081/16.333/26.210/3.007 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.532 ms 0/11 (0%) 23.255/17.705/29.977/3.729 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   2.780 ms 0/12 (0%) 24.663/21.581/27.472/1.835 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.840 ms 0/11 (0%) 24.142/19.346/30.313/3.749 ms 12 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   4.299 ms 0/12 (0%) 21.994/17.668/29.412/3.635 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.583 ms 0/11 (0%) 21.725/16.746/25.515/2.823 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   2.639 ms 0/12 (0%) 25.030/22.858/28.074/1.593 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   2.606 ms 0/11 (0%) 23.793/19.049/26.771/2.592 ms 11 pps 11/0(0) pkts 1
