------------------------------------------------------------
Client connecting to 10.0.100.3, UDP port 5060 with pid 105 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.8%uesimtun0 port 54191 connected with 10.0.100.3 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:10:25 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   0.833 ms 0/13 (0%) 23.664/20.530/26.414/6.933 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   1.955 ms 0/11 (0%) 22.454/18.643/28.311/2.726 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   3.573 ms 0/12 (0%) 22.200/13.660/29.058/4.419 ms 12 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.420 ms 0/11 (0%) 23.565/20.563/27.563/2.337 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.127 ms 0/11 (0%) 24.116/20.435/28.979/2.502 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.070 ms 0/12 (0%) 21.916/16.940/26.199/2.520 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   2.493 ms 0/11 (0%) 25.498/20.741/28.581/2.595 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.160 ms 0/12 (0%) 26.075/20.817/29.753/2.643 ms 11 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.134 ms 0/11 (0%) 23.952/19.987/32.556/3.267 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   2.920 ms 0/12 (0%) 23.282/19.560/25.527/1.874 ms 12 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   3.372 ms 0/11 (0%) 24.391/21.335/31.888/3.059 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.085 ms 0/11 (0%) 22.524/18.187/27.690/3.209 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.470 ms 0/12 (0%) 24.124/19.226/29.315/2.670 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   2.762 ms 0/11 (0%) 22.452/19.870/26.551/2.037 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   2.381 ms 0/12 (0%) 22.111/17.324/24.695/2.264 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.777 ms 0/11 (0%) 22.381/15.166/27.936/3.785 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   3.267 ms 0/12 (0%) 22.736/15.872/26.619/2.980 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   2.907 ms 0/11 (0%) 22.400/16.862/25.020/2.523 ms 12 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.572 ms 0/11 (0%) 23.865/20.186/28.722/3.178 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   4.075 ms 0/12 (0%) 22.932/17.657/27.952/3.572 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   3.678 ms 0/11 (0%) 23.208/18.917/28.213/2.836 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   3.435 ms 0/12 (0%) 22.109/16.715/24.726/2.341 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.881 ms 0/11 (0%) 23.626/15.943/29.481/3.682 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   3.153 ms 0/12 (0%) 24.274/21.645/27.456/1.963 ms 11 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   2.927 ms 0/11 (0%) 22.691/20.043/27.068/2.207 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   2.818 ms 0/11 (0%) 24.247/20.081/27.543/2.401 ms 11 pps 11/0(0) pkts 1
