------------------------------------------------------------
Client connecting to 10.0.100.15, UDP port 5060 with pid 58 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.7%uesimtun0 port 54403 connected with 10.0.100.15 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 19:10:25 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   2.647 ms 0/13 (0%) 22.259/18.481/29.217/8.111 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   3.166 ms 0/11 (0%) 22.006/17.724/28.668/2.976 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  16800 Bytes  134400 bits/sec   4.078 ms 0/12 (0%) 24.427/15.930/29.354/3.795 ms 11 pps 12/0(0) pkts 1
[ *1] 3.00-4.00 sec  15400 Bytes  123200 bits/sec   3.299 ms 0/11 (0%) 24.269/22.001/28.484/2.277 ms 11 pps 11/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.488 ms 0/11 (0%) 24.218/20.224/29.919/2.869 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   2.926 ms 0/12 (0%) 22.632/18.430/25.646/2.164 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.392 ms 0/11 (0%) 23.684/20.790/30.266/2.800 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.978 ms 0/12 (0%) 23.450/11.391/28.156/4.626 ms 12 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   3.586 ms 0/11 (0%) 23.799/20.285/27.286/2.187 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  16800 Bytes  134400 bits/sec   4.179 ms 0/12 (0%) 23.379/15.946/31.534/4.415 ms 11 pps 12/0(0) pkts 1
[ *1] 10.00-11.00 sec  15400 Bytes  123200 bits/sec   3.970 ms 0/11 (0%) 24.096/18.696/29.008/3.038 ms 11 pps 11/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   4.081 ms 0/11 (0%) 23.627/17.791/27.622/3.241 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   4.165 ms 0/12 (0%) 22.850/18.482/33.944/4.036 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   3.080 ms 0/11 (0%) 22.562/18.947/28.892/2.555 ms 12 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.169 ms 0/12 (0%) 22.124/18.118/26.382/2.669 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.979 ms 0/11 (0%) 23.398/16.244/30.852/5.068 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   3.495 ms 0/12 (0%) 21.895/19.126/26.820/2.382 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   3.119 ms 0/11 (0%) 22.125/18.549/26.346/2.562 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   3.435 ms 0/11 (0%) 23.117/18.408/29.742/3.580 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   3.334 ms 0/12 (0%) 23.482/19.958/29.436/3.126 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   2.583 ms 0/11 (0%) 22.360/19.909/24.641/1.716 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   2.194 ms 0/12 (0%) 24.084/22.301/26.727/1.354 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.629 ms 0/11 (0%) 23.401/17.056/28.654/3.555 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  15400 Bytes  123200 bits/sec   3.453 ms 0/11 (0%) 22.640/17.897/26.315/2.502 ms 11 pps 11/0(0) pkts 1
[ *1] 24.00-25.00 sec  16800 Bytes  134400 bits/sec   3.488 ms 0/12 (0%) 23.839/18.098/29.564/2.888 ms 11 pps 12/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   2.745 ms 0/11 (0%) 22.630/18.153/26.287/2.802 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   2.690 ms 0/12 (0%) 22.847/17.564/26.705/2.255 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   2.445 ms 0/11 (0%) 22.545/18.850/25.561/2.054 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   3.120 ms 0/12 (0%) 23.159/19.639/28.889/3.150 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   2.340 ms 0/11 (0%) 24.452/21.139/27.069/1.772 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  15400 Bytes  123200 bits/sec   3.309 ms 0/11 (0%) 24.105/17.927/28.158/3.093 ms 11 pps 11/0(0) pkts 1
[ *1] 31.00-32.00 sec  16800 Bytes  134400 bits/sec   3.856 ms 0/12 (0%) 22.868/18.452/27.089/2.978 ms 11 pps 12/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   3.126 ms 0/11 (0%) 22.648/19.859/26.219/2.131 ms 11 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   2.711 ms 0/12 (0%) 23.958/21.053/28.397/2.406 ms 11 pps 12/0(0) pkts 1
[ *1] 34.00-35.00 sec  15400 Bytes  123200 bits/sec   3.270 ms 0/11 (0%) 23.809/15.995/29.977/3.682 ms 11 pps 11/0(0) pkts 1
[ *1] 35.00-36.00 sec  16800 Bytes  134400 bits/sec   4.046 ms 0/12 (0%) 22.399/18.046/26.336/2.825 ms 11 pps 12/0(0) pkts 1
[ *1] 36.00-37.00 sec  15400 Bytes  123200 bits/sec   3.805 ms 0/11 (0%) 22.844/17.830/30.879/3.744 ms 11 pps 11/0(0) pkts 1
[ *1] 37.00-38.00 sec  16800 Bytes  134400 bits/sec   3.160 ms 0/12 (0%) 23.337/19.355/26.226/2.091 ms 11 pps 12/0(0) pkts 1
[ *1] 38.00-39.00 sec  15400 Bytes  123200 bits/sec   3.503 ms 0/11 (0%) 23.969/20.393/29.416/2.937 ms 11 pps 11/0(0) pkts 1
[ *1] 39.00-40.00 sec  15400 Bytes  123200 bits/sec   3.004 ms 0/11 (0%) 22.753/19.571/26.310/2.513 ms 11 pps 11/0(0) pkts 1
[ *1] 40.00-41.00 sec  16800 Bytes  134400 bits/sec   4.252 ms 0/12 (0%) 22.744/14.629/28.926/4.082 ms 11 pps 12/0(0) pkts 1
[ *1] 41.00-42.00 sec  15400 Bytes  123200 bits/sec   3.987 ms 0/11 (0%) 23.039/18.143/28.038/3.097 ms 11 pps 11/0(0) pkts 1
[ *1] 42.00-43.00 sec  16800 Bytes  134400 bits/sec   3.401 ms 0/12 (0%) 22.742/19.871/26.137/2.256 ms 11 pps 12/0(0) pkts 1
[ *1] 43.00-44.00 sec  15400 Bytes  123200 bits/sec   4.268 ms 0/11 (0%) 23.662/18.785/30.162/3.479 ms 11 pps 11/0(0) pkts 1
[ *1] 44.00-45.00 sec  16800 Bytes  134400 bits/sec   3.798 ms 0/12 (0%) 24.992/21.068/30.034/2.760 ms 11 pps 12/0(0) pkts 1
[ *1] 45.00-46.00 sec  15400 Bytes  123200 bits/sec   3.081 ms 0/11 (0%) 22.863/20.546/25.742/1.808 ms 11 pps 11/0(0) pkts 1
[ *1] 46.00-47.00 sec  15400 Bytes  123200 bits/sec   3.820 ms 0/11 (0%) 23.458/19.108/28.700/3.423 ms 11 pps 11/0(0) pkts 1
[ *1] 47.00-48.00 sec  16800 Bytes  134400 bits/sec   3.580 ms 0/12 (0%) 23.683/20.917/29.705/2.684 ms 11 pps 12/0(0) pkts 1
[ *1] 48.00-49.00 sec  15400 Bytes  123200 bits/sec   3.301 ms 0/11 (0%) 24.597/21.219/29.991/2.632 ms 11 pps 11/0(0) pkts 1
[ *1] 49.00-50.00 sec  16800 Bytes  134400 bits/sec   3.176 ms 0/12 (0%) 24.212/20.325/31.323/3.716 ms 11 pps 12/0(0) pkts 1
[ *1] 50.00-51.00 sec  15400 Bytes  123200 bits/sec   2.542 ms 0/11 (0%) 23.975/21.081/26.667/2.096 ms 11 pps 11/0(0) pkts 1
[ *1] 51.00-52.00 sec  16800 Bytes  134400 bits/sec   2.620 ms 0/12 (0%) 21.824/15.304/27.722/3.635 ms 11 pps 12/0(0) pkts 1
[ *1] 52.00-53.00 sec  15400 Bytes  123200 bits/sec   3.306 ms 0/11 (0%) 24.063/19.549/28.196/2.880 ms 11 pps 11/0(0) pkts 1
