------------------------------------------------------------
Client connecting to 10.0.100.11, UDP port 5060 with pid 58 (1 flows)
Sending 1400 byte datagrams, IPG target: 87500.00 us (kalman adjust)
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[  1] local 60.60.0.2%uesimtun0 port 51258 connected with 10.0.100.11 port 5060 (reverse) (trip-times) (sock=3) on 2021-05-25 18:58:13 (UTC)
[ ID] Interval        Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  Rx/inP  NetPwr
[ *1] 0.00-1.00 sec  18200 Bytes  145600 bits/sec   2.261 ms 0/13 (0%) 24.031/20.365/30.986/6.799 ms 13 pps 13/0(0) pkts 1
[ *1] 1.00-2.00 sec  15400 Bytes  123200 bits/sec   2.870 ms 0/11 (0%) 23.603/20.166/28.125/2.452 ms 11 pps 11/0(0) pkts 1
[ *1] 2.00-3.00 sec  15400 Bytes  123200 bits/sec   2.760 ms 0/11 (0%) 24.918/20.795/28.526/2.153 ms 11 pps 11/0(0) pkts 1
[ *1] 3.00-4.00 sec  16800 Bytes  134400 bits/sec   3.457 ms 0/12 (0%) 22.738/19.178/29.560/3.439 ms 11 pps 12/0(0) pkts 1
[ *1] 4.00-5.00 sec  15400 Bytes  123200 bits/sec   3.382 ms 0/11 (0%) 23.839/18.704/28.323/2.919 ms 11 pps 11/0(0) pkts 1
[ *1] 5.00-6.00 sec  16800 Bytes  134400 bits/sec   3.100 ms 0/12 (0%) 23.558/20.348/27.272/2.061 ms 11 pps 12/0(0) pkts 1
[ *1] 6.00-7.00 sec  15400 Bytes  123200 bits/sec   3.141 ms 0/11 (0%) 25.209/20.450/31.672/2.916 ms 11 pps 11/0(0) pkts 1
[ *1] 7.00-8.00 sec  16800 Bytes  134400 bits/sec   3.348 ms 0/12 (0%) 23.678/18.550/28.118/3.213 ms 12 pps 12/0(0) pkts 1
[ *1] 8.00-9.00 sec  15400 Bytes  123200 bits/sec   2.601 ms 0/11 (0%) 22.171/18.661/25.774/2.517 ms 11 pps 11/0(0) pkts 1
[ *1] 9.00-10.00 sec  15400 Bytes  123200 bits/sec   3.086 ms 0/11 (0%) 24.482/18.266/31.019/3.618 ms 11 pps 11/0(0) pkts 1
[ *1] 10.00-11.00 sec  16800 Bytes  134400 bits/sec   3.657 ms 0/12 (0%) 23.053/18.049/27.792/3.159 ms 11 pps 12/0(0) pkts 1
[ *1] 11.00-12.00 sec  15400 Bytes  123200 bits/sec   3.106 ms 0/11 (0%) 24.857/20.213/28.966/2.326 ms 11 pps 11/0(0) pkts 1
[ *1] 12.00-13.00 sec  16800 Bytes  134400 bits/sec   3.466 ms 0/12 (0%) 23.426/17.951/28.417/3.400 ms 11 pps 12/0(0) pkts 1
[ *1] 13.00-14.00 sec  15400 Bytes  123200 bits/sec   4.567 ms 0/11 (0%) 24.329/17.760/33.288/4.169 ms 11 pps 11/0(0) pkts 1
[ *1] 14.00-15.00 sec  16800 Bytes  134400 bits/sec   3.660 ms 0/12 (0%) 23.757/19.678/28.284/2.305 ms 11 pps 12/0(0) pkts 1
[ *1] 15.00-16.00 sec  15400 Bytes  123200 bits/sec   3.464 ms 0/11 (0%) 22.226/14.953/27.332/3.234 ms 11 pps 11/0(0) pkts 1
[ *1] 16.00-17.00 sec  16800 Bytes  134400 bits/sec   2.347 ms 0/12 (0%) 23.362/19.401/26.897/2.725 ms 11 pps 12/0(0) pkts 1
[ *1] 17.00-18.00 sec  15400 Bytes  123200 bits/sec   2.703 ms 0/11 (0%) 24.014/18.553/28.149/2.622 ms 11 pps 11/0(0) pkts 1
[ *1] 18.00-19.00 sec  15400 Bytes  123200 bits/sec   2.401 ms 0/11 (0%) 23.791/20.426/27.887/2.385 ms 11 pps 11/0(0) pkts 1
[ *1] 19.00-20.00 sec  16800 Bytes  134400 bits/sec   3.038 ms 0/12 (0%) 22.814/18.709/27.733/2.750 ms 11 pps 12/0(0) pkts 1
[ *1] 20.00-21.00 sec  15400 Bytes  123200 bits/sec   2.806 ms 0/11 (0%) 23.505/18.487/28.861/2.559 ms 11 pps 11/0(0) pkts 1
[ *1] 21.00-22.00 sec  16800 Bytes  134400 bits/sec   2.640 ms 0/12 (0%) 23.661/20.563/28.433/2.393 ms 11 pps 12/0(0) pkts 1
[ *1] 22.00-23.00 sec  15400 Bytes  123200 bits/sec   3.014 ms 0/11 (0%) 22.491/18.440/27.994/2.482 ms 11 pps 11/0(0) pkts 1
[ *1] 23.00-24.00 sec  16800 Bytes  134400 bits/sec   2.987 ms 0/12 (0%) 24.273/19.775/29.068/2.440 ms 11 pps 12/0(0) pkts 1
[ *1] 24.00-25.00 sec  15400 Bytes  123200 bits/sec   3.304 ms 0/11 (0%) 24.508/19.795/30.774/3.208 ms 11 pps 11/0(0) pkts 1
[ *1] 25.00-26.00 sec  15400 Bytes  123200 bits/sec   2.840 ms 0/11 (0%) 23.803/17.689/27.256/2.876 ms 11 pps 11/0(0) pkts 1
[ *1] 26.00-27.00 sec  16800 Bytes  134400 bits/sec   2.493 ms 0/12 (0%) 25.249/20.922/29.211/2.548 ms 11 pps 12/0(0) pkts 1
[ *1] 27.00-28.00 sec  15400 Bytes  123200 bits/sec   2.877 ms 0/11 (0%) 23.313/18.215/26.079/2.715 ms 11 pps 11/0(0) pkts 1
[ *1] 28.00-29.00 sec  16800 Bytes  134400 bits/sec   2.252 ms 0/12 (0%) 23.496/20.082/27.844/2.002 ms 11 pps 12/0(0) pkts 1
[ *1] 29.00-30.00 sec  15400 Bytes  123200 bits/sec   2.422 ms 0/11 (0%) 23.297/20.378/26.312/2.036 ms 11 pps 11/0(0) pkts 1
[ *1] 30.00-31.00 sec  15400 Bytes  123200 bits/sec   2.735 ms 0/11 (0%) 23.486/20.713/28.355/2.501 ms 11 pps 11/0(0) pkts 1
[ *1] 31.00-32.00 sec  16800 Bytes  134400 bits/sec   3.477 ms 0/12 (0%) 23.421/16.111/27.020/3.151 ms 11 pps 12/0(0) pkts 1
[ *1] 32.00-33.00 sec  15400 Bytes  123200 bits/sec   3.792 ms 0/11 (0%) 22.410/18.727/26.672/2.985 ms 11 pps 11/0(0) pkts 1
[ *1] 33.00-34.00 sec  16800 Bytes  134400 bits/sec   4.001 ms 0/12 (0%) 22.029/15.130/26.046/3.236 ms 11 pps 12/0(0) pkts 1
[ *1] 34.00-35.00 sec  15400 Bytes  123200 bits/sec   3.265 ms 0/11 (0%) 23.768/19.649/26.893/2.538 ms 11 pps 11/0(0) pkts 1
[ *1] 35.00-36.00 sec  16800 Bytes  134400 bits/sec   4.162 ms 0/12 (0%) 22.642/14.432/30.451/4.054 ms 11 pps 12/0(0) pkts 1
[ *1] 36.00-37.00 sec  15400 Bytes  123200 bits/sec   3.768 ms 0/11 (0%) 24.087/20.576/27.858/2.328 ms 11 pps 11/0(0) pkts 1
[ *1] 37.00-38.00 sec  15400 Bytes  123200 bits/sec   3.140 ms 0/11 (0%) 24.453/20.580/29.414/2.710 ms 11 pps 11/0(0) pkts 1
[ *1] 38.00-39.00 sec  16800 Bytes  134400 bits/sec   3.531 ms 0/12 (0%) 22.953/17.053/28.520/3.182 ms 11 pps 12/0(0) pkts 1
[ *1] 39.00-40.00 sec  15400 Bytes  123200 bits/sec   4.077 ms 0/11 (0%) 23.657/17.653/29.259/3.942 ms 11 pps 11/0(0) pkts 1
[ *1] 40.00-41.00 sec  16800 Bytes  134400 bits/sec   3.226 ms 0/12 (0%) 23.023/18.502/26.590/2.244 ms 11 pps 12/0(0) pkts 1
[ *1] 41.00-42.00 sec  15400 Bytes  123200 bits/sec   3.121 ms 0/11 (0%) 23.807/16.230/28.906/3.038 ms 11 pps 11/0(0) pkts 1
[ *1] 42.00-43.00 sec  16800 Bytes  134400 bits/sec   4.101 ms 0/12 (0%) 23.538/16.972/29.926/3.628 ms 11 pps 12/0(0) pkts 1
[ *1] 43.00-44.00 sec  15400 Bytes  123200 bits/sec   3.371 ms 0/11 (0%) 24.387/21.809/30.060/2.487 ms 11 pps 11/0(0) pkts 1
[ *1] 44.00-45.00 sec  15400 Bytes  123200 bits/sec   2.739 ms 0/11 (0%) 22.535/20.055/25.851/1.793 ms 11 pps 11/0(0) pkts 1
[ *1] 45.00-46.00 sec  16800 Bytes  134400 bits/sec   3.238 ms 0/12 (0%) 23.665/15.870/29.159/4.058 ms 11 pps 12/0(0) pkts 1
[ *1] 46.00-47.00 sec  15400 Bytes  123200 bits/sec   4.683 ms 0/11 (0%) 23.814/18.022/32.990/4.938 ms 11 pps 11/0(0) pkts 1
[ *1] 47.00-48.00 sec  16800 Bytes  134400 bits/sec   4.371 ms 0/12 (0%) 23.658/20.099/30.803/3.053 ms 12 pps 12/0(0) pkts 1
[ *1] 48.00-49.00 sec  15400 Bytes  123200 bits/sec   3.111 ms 0/11 (0%) 23.427/19.385/25.276/1.854 ms 11 pps 11/0(0) pkts 1
[ *1] 49.00-50.00 sec  16800 Bytes  134400 bits/sec   3.801 ms 0/12 (0%) 23.808/19.199/30.472/3.386 ms 11 pps 12/0(0) pkts 1
[ *1] 50.00-51.00 sec  15400 Bytes  123200 bits/sec   3.043 ms 0/11 (0%) 21.969/17.365/27.154/3.186 ms 11 pps 11/0(0) pkts 1
[ *1] 51.00-52.00 sec  15400 Bytes  123200 bits/sec   3.079 ms 0/11 (0%) 23.808/18.331/26.091/2.263 ms 11 pps 11/0(0) pkts 1
[ *1] 52.00-53.00 sec  16800 Bytes  134400 bits/sec   2.259 ms 0/12 (0%) 23.436/20.654/27.661/1.897 ms 11 pps 12/0(0) pkts 1
[ *1] 53.00-54.00 sec  15400 Bytes  123200 bits/sec   2.403 ms 0/11 (0%) 25.338/22.462/27.388/1.574 ms 11 pps 11/0(0) pkts 1
[ *1] 54.00-55.00 sec  16800 Bytes  134400 bits/sec   2.836 ms 0/12 (0%) 23.777/17.964/28.002/2.976 ms 11 pps 12/0(0) pkts 1
[ *1] 55.00-56.00 sec  15400 Bytes  123200 bits/sec   3.707 ms 0/11 (0%) 22.978/16.250/28.348/3.301 ms 11 pps 11/0(0) pkts 1
[ *1] 56.00-57.00 sec  16800 Bytes  134400 bits/sec   3.703 ms 0/12 (0%) 24.154/19.538/29.638/3.379 ms 11 pps 12/0(0) pkts 1
[ *1] 57.00-58.00 sec  15400 Bytes  123200 bits/sec   3.634 ms 0/11 (0%) 23.355/19.925/27.349/2.703 ms 11 pps 11/0(0) pkts 1
[ *1] 58.00-59.00 sec  16800 Bytes  134400 bits/sec   3.694 ms 0/12 (0%) 23.763/19.323/30.210/3.821 ms 11 pps 12/0(0) pkts 1
[ *1] 59.00-60.00 sec  15400 Bytes  123200 bits/sec   3.366 ms 0/11 (0%) 23.034/16.826/26.900/2.867 ms 11 pps 11/0(0) pkts 1
[ *1] 60.00-61.00 sec  15400 Bytes  123200 bits/sec   3.357 ms 0/11 (0%) 21.783/13.282/25.447/3.461 ms 11 pps 11/0(0) pkts 1
[ *1] 61.00-62.00 sec  16800 Bytes  134400 bits/sec   3.650 ms 0/12 (0%) 23.141/17.209/26.405/3.050 ms 11 pps 12/0(0) pkts 1
[ *1] 62.00-63.00 sec  15400 Bytes  123200 bits/sec   3.318 ms 0/11 (0%) 23.615/20.058/27.954/3.003 ms 11 pps 11/0(0) pkts 1
[ *1] 63.00-64.00 sec  16800 Bytes  134400 bits/sec   4.167 ms 0/12 (0%) 23.231/16.363/30.452/4.522 ms 11 pps 12/0(0) pkts 1
[ *1] 64.00-65.00 sec  15400 Bytes  123200 bits/sec   3.957 ms 0/11 (0%) 24.508/20.345/29.301/2.929 ms 11 pps 11/0(0) pkts 1
[ *1] 65.00-66.00 sec  16800 Bytes  134400 bits/sec   3.704 ms 0/12 (0%) 23.262/18.533/28.147/2.691 ms 11 pps 12/0(0) pkts 1
[ *1] 66.00-67.00 sec  15400 Bytes  123200 bits/sec   3.576 ms 0/11 (0%) 23.112/19.195/29.033/2.833 ms 11 pps 11/0(0) pkts 1
[ *1] 67.00-68.00 sec  15400 Bytes  123200 bits/sec   4.140 ms 0/11 (0%) 23.740/16.175/30.572/3.883 ms 11 pps 11/0(0) pkts 1
[ *1] 68.00-69.00 sec  16800 Bytes  134400 bits/sec   4.235 ms 0/12 (0%) 23.439/15.517/28.918/3.634 ms 11 pps 12/0(0) pkts 1
[ *1] 69.00-70.00 sec  15400 Bytes  123200 bits/sec   4.220 ms 0/11 (0%) 22.069/14.288/27.576/3.411 ms 11 pps 11/0(0) pkts 1
[ *1] 70.00-71.00 sec  16800 Bytes  134400 bits/sec   3.854 ms 0/12 (0%) 22.989/17.282/27.154/2.856 ms 11 pps 12/0(0) pkts 1
[ *1] 71.00-72.00 sec  15400 Bytes  123200 bits/sec   3.589 ms 0/11 (0%) 22.294/16.186/26.780/2.809 ms 11 pps 11/0(0) pkts 1
[ *1] 72.00-73.00 sec  15400 Bytes  123200 bits/sec   3.659 ms 0/11 (0%) 22.107/14.854/26.321/3.264 ms 11 pps 11/0(0) pkts 1
[ *1] 73.00-74.00 sec  16800 Bytes  134400 bits/sec   4.035 ms 0/12 (0%) 24.694/19.800/30.347/3.337 ms 11 pps 12/0(0) pkts 1
